"fot_codigo","POR_CULT","POR_CIELO","POR_PAISAJE","PAN_DET","HERBÁCEO O LEÑOSO","AB_REV"
"2058002",2.81,9.79,20.99,"Panorámica","L",0
"2058009",23.29,17.18,8.59,"Panorámica","L",0
"2058011",6.20,18.90,0.00,"Panorámica","L",0
"2058014",16.00,13.27,0.00,"Panorámica","L",0
"2058019",17.17,22.89,1.96,"Panorámica","L",0
"2058020",29.71,4.18,10.16,"Panorámica","L",0
"2058022",20.49,13.30,11.08,"Panorámica","L",0
"2058028",17.16,23.84,2.54,"Panorámica","L",0
"2058029",30.82,17.11,0.00,"Panorámica","L",0
"2058030",37.34,6.03,2.64,"Panorámica","L",0
"2058031",26.69,19.86,0.00,"Panorámica","L",0
"2058032",1.18,18.30,0.00,"Panorámica","L",0
"2058033",4.10,12.74,0.00,"Panorámica","L",0
"2058034",1.03,20.53,0.00,"Panorámica","L",0
"2058035",1.25,16.19,0.00,"Panorámica","L",0
"2058036",6.94,14.40,18.12,"Panorámica","L",0
"2058058",15.67,27.52,5.84,"Panorámica","L",0
"2058060",26.06,25.11,3.03,"Panorámica","L",0
"2058061",26.76,29.49,5.25,"Panorámica","L",0
"2058062",34.58,20.03,0.00,"Panorámica","L",0
"2058063",4.67,9.61,9.82,"Panorámica","L",0
"2058064",11.06,28.29,9.80,"Panorámica","L",0
"2058067",32.15,15.78,0.00,"Panorámica","L",0
"2058068",2.70,5.55,5.17,"Panorámica","L",0
"2058069",13.43,25.64,1.01,"Panorámica","L",0
"2058070",12.16,20.44,18.10,"Panorámica","L",0
"2058078",19.70,20.35,2.30,"Panorámica","L",0
"2058080",15.75,17.22,5.87,"Panorámica","L",0
"2058085",8.92,34.75,6.58,"Panorámica","L",0
"2058086",21.32,12.88,14.92,"Panorámica","L",0
"2058087",16.74,20.05,0.00,"Panorámica","L",0
"2058089",0.00,12.15,15.58,"Panorámica","L",0
"2058090",7.03,24.39,6.57,"Panorámica","L",0
"2058091",4.83,18.74,9.72,"Panorámica","L",0
"2058092",38.63,11.84,0.00,"Panorámica","L",0
"2058093",8.33,26.64,11.77,"Panorámica","L",0
"2058094",9.13,28.90,6.40,"Panorámica","L",0
"2058095",9.43,22.01,4.04,"Panorámica","L",0
"2058105",35.21,12.06,0.00,"Panorámica","L",0
"2058107",22.32,30.52,8.27,"Panorámica","L",0
"2058114",5.14,30.51,8.61,"Panorámica","L",0
"2058117",7.84,35.32,4.81,"Panorámica","L",0
"2058129",21.91,20.21,4.83,"Panorámica","L",0
"2058130",10.26,28.22,7.64,"Panorámica","L",0
"2058131",8.96,26.49,3.85,"Panorámica","L",0
"2058132",20.89,22.58,3.91,"Panorámica","L",0
"2058133",5.54,30.55,8.83,"Panorámica","L",0
"2058134",0.00,20.35,5.84,"Panorámica","L",0
"2058135",1.46,8.26,9.21,"Panorámica","L",0
"2058137",2.81,24.60,5.49,"Panorámica","L",0
"2058139",5.11,10.94,0.00,"Panorámica","L",0
"2058140",3.70,24.07,0.00,"Panorámica","L",0
"2058141",5.56,15.40,9.18,"Panorámica","L",0
"2058142",0.00,32.12,9.82,"Panorámica","L",0
"2058144",3.95,28.88,0.00,"Panorámica","L",0
"2058149",2.65,24.00,12.99,"Panorámica","L",0
"2058151",1.46,28.25,2.65,"Panorámica","L",0
"2058152",7.03,33.04,11.01,"Panorámica","L",0
"2058153",9.49,22.59,10.89,"Panorámica","L",0
"2058154",7.95,21.16,11.72,"Panorámica","L",0
"2058155",16.29,26.26,10.39,"Panorámica","L",0
"2058156",25.11,33.65,8.22,"Panorámica","L",0
"2058159",17.46,28.20,10.41,"Panorámica","L",0
"2058160",11.64,20.16,9.62,"Panorámica","L",0
"2058163",36.40,14.37,0.00,"Panorámica","L",0
"2058165",10.60,45.10,0.00,"Panorámica","L",0
"2058166",26.06,14.38,0.00,"Panorámica","L",0
"2058177",5.54,25.94,1.42,"Panorámica","L",0
"2058179",3.84,19.06,0.00,"Panorámica","L",0
"2058186",30.74,14.02,1.01,"Panorámica","L",0
"2058192",10.17,29.81,0.00,"Panorámica","L",0
"2058193",8.67,24.46,2.86,"Panorámica","L",0
"2058197",2.61,24.02,0.00,"Panorámica","L",0
"2058198",0.00,22.35,6.46,"Panorámica","L",0
"2058202",9.66,22.96,1.10,"Panorámica","L",0
"2058206",0.00,18.98,1.82,"Panorámica","L",0
"2058211",2.53,10.45,1.18,"Panorámica","L",0
"2058212",2.79,22.29,13.42,"Panorámica","L",0
"2058213",0.00,8.13,6.92,"Panorámica","L",0
"2058215",0.00,24.62,2.06,"Panorámica","L",0
"2058217",11.69,27.08,0.00,"Panorámica","L",0
"2058218",20.96,31.93,1.80,"Panorámica","L",0
"2058235",0.00,33.63,11.62,"Panorámica","L",0
"2058241",32.07,18.86,0.00,"Panorámica","L",0
"2058247",12.17,11.66,0.00,"Panorámica","L",1
"2058248",4.85,25.64,3.51,"Panorámica","L",0
"2058249",4.08,13.09,0.00,"Panorámica","L",0
"2058251",4.18,17.92,0.00,"Panorámica","L",0
"2058257",27.26,20.18,1.04,"Panorámica","L",0
"2058258",18.72,23.35,0.00,"Panorámica","L",0
"2058259",11.45,17.43,12.56,"Panorámica","L",0
"2058260",23.53,16.14,6.65,"Panorámica","L",0
"2058268",17.94,34.59,0.00,"Panorámica","L",0
"2058272",38.69,21.45,0.00,"Panorámica","L",0
"2058273",2.23,22.78,0.00,"Panorámica","L",0
"2058275",22.10,26.36,2.64,"Panorámica","L",0
"2058280",13.44,29.04,0.00,"Panorámica","L",0
"2058282",1.41,36.24,7.08,"Panorámica","L",0
"2058285",16.73,34.70,0.00,"Panorámica","L",0
"2058286",2.66,26.98,11.43,"Panorámica","L",0
"2058287",11.75,22.18,0.00,"Panorámica","L",0
"2058288",13.05,21.87,0.00,"Panorámica","L",0
"2058292",4.17,31.00,0.00,"Panorámica","L",0
"2058293",20.85,12.70,0.00,"Panorámica","L",0
"2058297",27.65,27.56,0.00,"Panorámica","L",0
"2058303",22.60,21.09,0.00,"Panorámica","L",0
"2058306",25.55,36.73,0.00,"Panorámica","L",0
"2058308",28.17,13.59,0.00,"Panorámica","L",0
"2058311",45.09,12.02,0.00,"Panorámica","L",0
"2058312",10.60,33.39,2.81,"Panorámica","L",0
"2058313",14.84,31.75,5.04,"Panorámica","L",0
"2058316",15.57,37.34,5.36,"Panorámica","L",0
"2058326",17.46,36.46,4.56,"Panorámica","L",0
"2058327",22.88,28.27,5.61,"Panorámica","L",0
"2058329",15.54,32.93,5.38,"Panorámica","L",0
"2058330",36.89,16.94,6.00,"Panorámica","L",0
"2058331",20.23,37.88,3.98,"Panorámica","L",0
"2058332",12.03,25.40,8.00,"Panorámica","L",0
"2058333",23.03,29.70,0.00,"Panorámica","L",0
"2058337",0.00,39.61,3.86,"Panorámica","L",0
"2058338",3.80,21.99,12.32,"Panorámica","L",0
"2058339",3.91,42.55,5.35,"Panorámica","L",0
"2058341",0.00,30.50,7.56,"Panorámica","L",0
"2058345",15.88,24.94,2.68,"Panorámica","L",0
"2058346",9.69,30.72,7.88,"Panorámica","L",0
"2058347",10.16,19.13,8.22,"Panorámica","L",0
"2058360",3.05,33.48,8.95,"Panorámica","L",0
"2058363",9.52,22.38,5.17,"Panorámica","L",0
"2058368",12.66,30.55,5.13,"Panorámica","L",0
"2058371",6.31,14.60,1.01,"Panorámica","L",1
"2058372",5.58,30.09,3.63,"Panorámica","L",0
"2058375",21.47,27.61,0.00,"Panorámica","L",0
"2058382",15.93,13.48,7.52,"Panorámica","L",0
"2058405",27.23,16.04,3.15,"Panorámica","L",0
"2058407",3.27,28.41,2.38,"Panorámica","L",0
"2058409",5.86,22.80,7.28,"Panorámica","L",0
"2058429",27.40,23.64,0.00,"Panorámica","L",0
"2058446",9.05,33.23,0.00,"Panorámica","L",0
"2058454",7.39,30.30,3.84,"Panorámica","L",0
"2058456",19.23,6.25,7.88,"Panorámica","L",0
"2058458",5.73,19.97,1.55,"Panorámica","L",0
"2058463",15.49,26.68,0.00,"Panorámica","L",0
"2058464",27.50,20.81,4.05,"Panorámica","L",0
"2058465",24.66,10.97,0.00,"Panorámica","L",0
"2058466",26.46,27.81,3.89,"Panorámica","L",0
"2058489",35.53,21.41,0.00,"Panorámica","L",0
"2058490",13.88,26.83,1.04,"Panorámica","L",0
"2058498",5.66,8.79,23.52,"Panorámica","L",0
"2058505",3.11,3.81,34.45,"Panorámica","L",0
"2058506",3.40,11.69,3.65,"Panorámica","L",0
"2058508",3.69,13.64,8.81,"Panorámica","L",0
"2058513",0.00,12.72,22.95,"Panorámica","L",0
"2058516",5.31,21.05,10.98,"Panorámica","L",0
"2058520",3.86,16.72,15.30,"Panorámica","L",0
"2058526",18.30,22.50,0.00,"Panorámica","L",0
"2058527",13.86,21.34,11.37,"Panorámica","L",0
"2058528",26.98,11.84,0.00,"Panorámica","L",0
"2058530",30.45,23.52,0.00,"Panorámica","L",0
"2058531",16.26,19.06,7.01,"Panorámica","L",0
"2058535",53.82,16.65,0.00,"Detalle","L",0
"2058537",0.00,37.76,6.46,"Panorámica","L",0
"2058542",43.61,13.89,1.45,"Detalle","L",0
"2058544",19.49,1.86,19.98,"Panorámica","L",0
"2058545",23.48,17.74,11.23,"Panorámica","L",0
"2058547",33.11,21.24,4.04,"Panorámica","L",0
"2058548",25.10,13.45,8.59,"Panorámica","L",0
"2058552",20.59,39.35,0.00,"Panorámica","L",0
"2058554",17.84,7.89,12.31,"Panorámica","L",0
"2058556",18.66,12.36,9.03,"Panorámica","L",0
"2058557",18.18,29.14,0.00,"Panorámica","L",0
"2058558",16.04,17.25,20.91,"Panorámica","L",0
"2058567",17.68,25.35,6.98,"Panorámica","L",0
"2058571",6.45,27.11,3.88,"Panorámica","L",0
"2058572",2.30,20.41,14.19,"Panorámica","L",0
"2058573",15.69,34.06,2.62,"Panorámica","L",0
"2058574",7.88,27.91,5.38,"Panorámica","L",0
"2058575",7.33,21.24,5.24,"Panorámica","L",0
"2058576",11.77,28.94,6.32,"Panorámica","L",0
"2058577",8.97,17.74,9.30,"Panorámica","L",0
"2058578",14.00,25.26,3.17,"Panorámica","L",0
"2058587",4.38,29.33,5.51,"Panorámica","L",0
"2058588",2.62,27.23,6.29,"Panorámica","L",0
"2058731",8.94,33.78,11.00,"Panorámica","L",0
"2058732",5.49,21.01,1.50,"Panorámica","L",0
"2058733",0.00,22.59,3.10,"Panorámica","L",0
"2058748",7.38,32.25,1.55,"Panorámica","L",0
"2058752",16.17,25.91,0.00,"Panorámica","L",0
"2058880",59.70,22.75,1.56,"Panorámica","H",0
"2058924",29.57,23.45,2.34,"Panorámica","H",0
"2058954",71.57,23.21,0.00,"Detalle","H",0
"2058973",40.14,48.36,0.00,"Panorámica","H",0
"2059017",31.52,29.92,0.00,"Panorámica","H",0
"2059047",41.22,15.60,0.00,"Panorámica","H",0
"2059091",49.23,21.39,0.00,"Panorámica","H",0
"2059116",36.22,14.97,1.89,"Panorámica","H",0
"2059206",28.39,29.39,0.00,"Panorámica","H",0
"2059225",33.97,40.77,0.00,"Panorámica","H",0
"2059248",69.36,18.39,0.00,"Detalle","H",0
"2059254",49.89,24.69,0.00,"Panorámica","H",0
"2059280",16.91,27.43,1.31,"Panorámica","L",0
"2059328",13.51,0.00,6.15,"Panorámica","L",0
"2059333",47.51,0.00,0.00,"Panorámica","L",0
"2059359",81.56,3.61,0.00,"Detalle","H",0
"2059372",1.65,38.80,1.48,"Panorámica","L",0
"2059374",16.99,24.32,0.00,"Panorámica","L",0
"2059384",19.71,9.32,0.00,"Panorámica","L",0
"2059385",21.33,12.35,1.90,"Panorámica","L",0
"2059489",49.75,21.22,0.00,"Panorámica","H",0
"2059498",25.80,13.75,0.00,"Panorámica","L",0
"2059513",49.66,27.41,0.00,"Panorámica","H",0
"2059518",9.30,14.93,4.59,"Panorámica","L",0
"2059530",33.46,28.45,0.00,"Panorámica","H",0
"2059536",21.95,18.91,4.07,"Panorámica","H",0
"2059537",51.11,9.99,0.00,"Panorámica","H",0
"2059563",31.64,18.61,0.00,"Panorámica","L",0
"2059564",34.74,3.44,0.00,"Panorámica","L",0
"2059570",12.27,36.48,0.00,"Panorámica","L",0
"2059571",29.80,12.98,0.00,"Panorámica","L",0
"2059577",27.48,8.73,0.00,"Panorámica","L",0
"2059578",34.27,0.00,0.00,"Panorámica","L",0
"2059582",66.48,0.00,0.00,"Detalle","L",0
"2059583",42.78,0.00,0.00,"Panorámica","L",0
"2059584",31.19,11.30,2.27,"Panorámica","L",0
"2059588",36.36,3.05,0.00,"Panorámica","L",0
"2059589",36.53,23.24,0.00,"Panorámica","L",0
"2059603",47.73,3.59,0.00,"Panorámica","L",0
"2059604",26.28,6.15,0.00,"Panorámica","L",0
"2059606",37.59,4.83,0.00,"Panorámica","L",0
"2059607",35.34,10.38,5.28,"Panorámica","L",0
"2059612",5.29,12.04,0.00,"Panorámica","L",0
"2059620",10.93,16.22,2.16,"Panorámica","L",0
"2059625",17.21,7.75,1.49,"Panorámica","L",0
"2059626",16.07,16.99,0.00,"Panorámica","L",0
"2059661",5.00,6.16,4.51,"Panorámica","L",0
"2059676",50.36,28.10,0.00,"Panorámica","H",0
"2059681",9.46,44.98,5.53,"Panorámica","L",0
"2059683",5.85,39.88,6.05,"Panorámica","L",0
"2059685",9.37,23.17,0.00,"Panorámica","L",0
"2059695",18.46,8.45,0.00,"Panorámica","L",0
"2059707",28.77,12.98,0.00,"Panorámica","L",0
"2059710",25.68,21.33,0.00,"Panorámica","L",0
"2059711",19.85,19.96,0.00,"Panorámica","L",0
"2059716",46.49,6.67,0.00,"Detalle","L",0
"2059719",14.20,35.32,3.04,"Panorámica","L",0
"2059750",5.23,44.82,0.00,"Panorámica","L",0
"2059753",16.43,44.38,0.00,"Panorámica","L",0
"2059759",2.56,40.07,4.64,"Panorámica","L",0
"2059830",52.98,31.35,3.05,"Panorámica","H",0
"2059867",25.86,16.27,2.35,"Panorámica","H",0
"2059872",62.61,23.95,1.41,"Detalle","H",0
"2059879",26.12,21.93,0.00,"Panorámica","H",0
"2059898",18.16,34.15,0.00,"Panorámica","H",0
"2059928",18.44,34.08,0.00,"Panorámica","H",0
"2059934",9.16,30.20,0.00,"Panorámica","H",0
"2060039",44.34,34.08,0.00,"Panorámica","H",0
"2060064",54.93,15.89,0.00,"Panorámica","H",0
"2060070",39.31,46.23,2.37,"Panorámica","H",0
"2060078",43.70,37.32,0.00,"Panorámica","H",0
"2060157",49.91,18.66,0.00,"Panorámica","H",0
"2060245",58.32,27.24,0.00,"Detalle","H",0
"2060284",48.84,48.52,0.00,"Panorámica","H",0
"2060299",45.18,23.74,0.00,"Panorámica","H",0
"2060300",45.18,23.74,0.00,"Panorámica","H",0
"2060301",45.18,23.74,0.00,"Panorámica","H",0
"2060303",57.44,15.95,0.00,"Detalle","H",0
"2060385",29.31,29.75,0.00,"Panorámica","H",0
"2060455",47.67,43.48,0.00,"Panorámica","H",0
"2060515",40.82,48.24,0.00,"Panorámica","H",0
"2060539",39.10,11.14,0.00,"Panorámica","H",0
"2060547",34.05,26.22,0.00,"Panorámica","H",0
"2060561",31.93,25.58,0.00,"Panorámica","H",0
"2060571",47.24,41.47,2.55,"Panorámica","H",0
"2060625",44.23,13.93,0.00,"Panorámica","L",0
"2060626",22.58,1.24,7.20,"Panorámica","L",0
"2060652",60.47,0.00,0.00,"Panorámica","L",0
"2060653",26.12,41.94,9.31,"Panorámica","L",0
"2060656",31.90,25.12,1.89,"Panorámica","L",0
"2060658",31.67,29.63,0.00,"Panorámica","L",0
"2060718",18.97,23.90,1.59,"Panorámica","L",0
"2060726",32.43,1.20,0.00,"Panorámica","L",0
"2060772",53.76,0.00,0.00,"Detalle","L",0
"2060773",68.59,3.85,0.00,"Detalle","L",0
"2060779",25.68,42.70,0.00,"Panorámica","L",0
"2060788",16.09,33.98,2.08,"Panorámica","L",0
"2060801",20.73,37.33,1.55,"Panorámica","L",0
"2060802",14.25,14.48,3.00,"Panorámica","L",0
"2060803",35.78,2.94,0.00,"Panorámica","L",0
"2060819",17.79,28.77,0.00,"Panorámica","L",0
"2060821",9.34,6.90,5.89,"Panorámica","L",0
"2060854",5.36,14.82,0.00,"Panorámica","L",0
"2060863",14.50,15.00,0.00,"Panorámica","L",0
"2060901",19.61,23.73,0.00,"Panorámica","L",0
"2060902",12.49,24.23,0.00,"Panorámica","L",0
"2060906",10.57,0.00,8.95,"Panorámica","L",0
"2060907",57.23,9.11,0.00,"Detalle","H",0
"2061054",17.58,33.64,0.00,"Panorámica","H",0
"2061081",41.37,16.51,0.00,"Panorámica","H",0
"2061272",45.14,7.12,0.00,"Panorámica","L",0
"2061276",41.39,7.22,0.00,"Panorámica","L",0
"2061280",31.49,17.81,0.00,"Panorámica","L",0
"2061288",12.01,30.82,0.00,"Panorámica","L",0
"2061303",41.97,6.83,0.00,"Panorámica","L",0
"2061304",57.23,22.33,0.00,"Panorámica","L",0
"2061305",34.27,3.69,0.00,"Panorámica","L",0
"2061309",28.00,31.04,0.00,"Panorámica","L",0
"2061343",16.96,22.49,1.57,"Panorámica","L",0
"2061345",43.20,6.44,0.00,"Panorámica","L",0
"2061346",28.75,0.00,0.00,"Panorámica","L",0
"2061357",28.85,1.30,0.00,"Panorámica","L",0
"2061358",22.38,8.10,0.00,"Panorámica","L",0
"2061360",10.13,21.60,2.74,"Panorámica","L",0
"2069943",50.61,4.42,0.00,"Panorámica","L",1
"2070108",0.00,1.42,2.95,"Panorámica","L",1
"2070472",48.10,11.58,0.00,"Panorámica","H",0
"2070493",14.03,15.27,4.45,"Panorámica","H",0
"2070504",36.90,1.76,0.00,"Panorámica","H",0
"2070514",40.20,20.09,0.00,"Panorámica","H",0
"2070516",35.62,28.21,2.99,"Panorámica","H",0
"2070536",42.25,4.41,0.00,"Panorámica","H",0
"2070542",34.56,21.67,0.00,"Panorámica","H",0
"2070543",47.89,15.10,0.00,"Panorámica","H",0
"2070547",69.32,0.00,0.00,"Detalle","H",0
"2070550",78.15,3.14,1.63,"Panorámica","H",0
"2070553",75.91,8.86,0.00,"Detalle","H",0
"2070554",44.36,11.51,0.00,"Panorámica","H",0
"2070555",26.36,10.56,0.00,"Panorámica","H",0
"2070556",69.80,7.96,0.00,"Panorámica","H",0
"2070628",36.09,2.58,0.00,"Detalle","H",0
"2070649",56.09,13.51,0.00,"Panorámica","H",0
"2071295",43.63,28.70,0.00,"Panorámica","H",0
"2071307",46.06,8.37,0.00,"Detalle","H",0
"2071324",46.87,8.02,0.00,"Panorámica","H",0
"2071334",41.33,3.82,0.00,"Panorámica","H",0
"2071361",40.96,2.59,0.00,"Detalle","H",0
"2071403",29.15,22.99,0.00,"Panorámica","H",0
"2071537",40.13,0.00,0.00,"Detalle","H",0
"2071538",13.33,23.83,3.10,"Panorámica","H",0
"2071546",44.80,13.30,0.00,"Panorámica","H",0
"2071547",37.45,0.00,4.21,"Panorámica","H",0
"2071588",61.50,20.15,3.51,"Panorámica","H",0
"2071729",38.37,8.17,0.00,"Panorámica","H",0
"2071741",66.69,6.08,0.00,"Panorámica","H",0
"2071743",43.36,4.41,0.00,"Panorámica","H",0
"2071817",36.17,19.62,0.00,"Panorámica","H",0
"2071930",39.15,5.78,0.00,"Panorámica","H",0
"2071931",55.89,17.93,0.00,"Panorámica","H",0
"2071968",15.71,27.17,0.00,"Panorámica","H",0
"2071969",20.19,6.62,0.00,"Panorámica","H",0
"2071978",5.87,19.11,0.00,"Panorámica","H",0
"2071980",8.51,21.36,2.87,"Panorámica","H",0
"2071993",51.10,11.19,0.00,"Panorámica","H",0
"2072000",53.57,7.63,0.00,"Panorámica","H",0
"2072015",47.22,18.26,4.22,"Panorámica","H",0
"2072027",15.84,30.07,0.00,"Panorámica","H",0
"2072029",22.64,38.43,3.28,"Panorámica","H",0
"2072035",22.64,38.43,3.28,"Panorámica","H",0
"2072040",45.72,8.34,8.95,"Panorámica","H",0
"2072100",28.36,22.84,1.45,"Panorámica","H",0
"2072206",61.03,1.43,0.00,"Panorámica","H",0
"2072207",60.82,0.00,0.00,"Panorámica","H",0
"2072232",67.49,12.55,4.88,"Panorámica","H",0
"2072233",67.93,14.53,5.99,"Panorámica","H",0
"2072479",31.87,19.79,1.80,"Panorámica","H",0
"2072538",30.46,31.51,0.00,"Panorámica","H",0
"2072643",30.24,6.37,8.05,"Panorámica","L",0
"2072649",1.19,6.45,5.05,"Panorámica","L",0
"2072651",31.28,19.92,3.00,"Panorámica","L",0
"2072652",16.83,9.31,13.81,"Panorámica","L",0
"2072653",47.21,17.55,0.00,"Panorámica","L",0
"2072654",10.20,4.30,19.23,"Panorámica","L",0
"2072655",40.55,14.51,2.72,"Panorámica","L",0
"2072656",27.92,9.25,0.00,"Panorámica","L",0
"2072661",4.99,14.85,7.73,"Panorámica","L",0
"2072664",1.06,1.16,23.39,"Panorámica","L",0
"2072665",7.29,1.44,10.63,"Panorámica","L",0
"2072667",7.94,2.31,18.19,"Panorámica","L",0
"2072669",9.89,10.39,0.00,"Panorámica","L",0
"2072673",2.97,1.56,26.77,"Panorámica","L",0
"2072676",10.47,2.29,13.51,"Panorámica","L",0
"2072677",13.11,3.10,14.95,"Panorámica","L",0
"2072682",41.99,0.00,0.00,"Panorámica","L",0
"2072690",21.57,10.17,3.21,"Panorámica","L",1
"2072691",10.23,2.97,7.18,"Panorámica","L",0
"2072695",32.75,0.00,10.50,"Panorámica","L",0
"2072696",36.84,4.43,0.00,"Panorámica","L",0
"2072700",30.52,0.00,8.44,"Panorámica","L",0
"2072708",6.42,13.05,3.63,"Panorámica","L",0
"2072714",28.73,3.42,9.92,"Panorámica","L",0
"2072715",8.81,2.95,18.93,"Panorámica","L",0
"2072716",39.02,5.76,8.60,"Panorámica","L",0
"2072717",34.86,4.65,0.00,"Panorámica","L",0
"2072718",72.58,1.72,0.00,"Detalle","L",0
"2072719",46.79,5.68,0.00,"Detalle","L",0
"2072722",77.87,5.78,0.00,"Detalle","L",1
"2072728",22.89,5.73,0.00,"Panorámica","L",0
"2072729",23.33,7.43,2.26,"Panorámica","L",0
"2072730",7.87,2.94,13.37,"Panorámica","L",0
"2072732",15.52,5.19,4.86,"Panorámica","L",0
"2072733",1.72,1.31,11.36,"Panorámica","L",0
"2072734",44.07,0.00,3.29,"Detalle","L",0
"2072737",8.33,3.14,11.46,"Panorámica","L",0
"2072738",22.34,1.34,7.56,"Panorámica","L",0
"2072739",6.64,0.00,17.67,"Panorámica","L",0
"2072745",21.54,11.76,1.40,"Panorámica","L",0
"2072746",47.00,8.21,5.32,"Panorámica","L",0
"2072757",23.04,3.87,0.00,"Panorámica","L",0
"2072763",51.38,18.11,0.00,"Detalle","L",0
"2072765",31.61,1.75,9.05,"Panorámica","L",1
"2072766",19.76,18.31,0.00,"Panorámica","L",1
"2072769",15.46,10.05,16.57,"Panorámica","L",1
"2072770",24.74,7.56,2.41,"Panorámica","L",0
"2072774",53.08,4.64,2.67,"Detalle","L",0
"2072776",54.91,4.29,0.00,"Panorámica","L",0
"2072778",51.54,1.12,0.00,"Panorámica","L",0
"2072779",70.81,0.00,0.00,"Detalle","L",0
"2072780",68.60,0.00,1.29,"Panorámica","L",0
"2072781",44.58,9.37,1.55,"Panorámica","L",0
"2072794",21.63,0.00,10.81,"Panorámica","L",0
"2072795",25.22,34.75,2.99,"Panorámica","L",0
"2072796",59.11,4.09,0.00,"Panorámica","L",0
"2072799",50.40,1.22,0.00,"Panorámica","L",0
"2072801",48.85,4.08,2.43,"Panorámica","L",0
"2072804",45.91,11.27,0.00,"Panorámica","L",1
"2072805",17.23,18.75,0.00,"Panorámica","L",1
"2072806",48.05,7.53,0.00,"Panorámica","L",1
"2072808",44.31,2.25,0.00,"Panorámica","L",0
"2072809",23.61,8.23,9.85,"Panorámica","L",1
"2072810",48.30,0.00,16.81,"Panorámica","L",1
"2072812",52.57,0.00,8.96,"Panorámica","L",0
"2072813",50.02,22.74,9.56,"Panorámica","L",0
"2072815",41.55,0.00,0.00,"Panorámica","L",0
"2072816",11.16,15.95,2.17,"Panorámica","L",0
"2072818",15.53,12.00,22.82,"Panorámica","L",0
"2072819",21.39,5.05,10.63,"Panorámica","L",0
"2072820",28.25,0.00,26.67,"Panorámica","L",0
"2072821",40.61,4.71,6.86,"Panorámica","L",0
"2072822",20.88,16.60,9.24,"Panorámica","L",0
"2072824",68.30,3.87,0.00,"Detalle","L",0
"2072826",25.92,6.27,32.40,"Panorámica","L",0
"2072829",47.47,14.63,0.00,"Panorámica","L",0
"2072830",32.84,6.37,5.75,"Panorámica","L",0
"2072836",47.80,10.10,0.00,"Panorámica","L",0
"2072837",51.36,0.00,0.00,"Panorámica","L",0
"2072838",31.03,12.66,0.00,"Panorámica","L",0
"2072840",22.91,22.42,9.63,"Panorámica","L",1
"2072854",4.56,19.60,0.00,"Panorámica","L",0
"2072856",33.90,0.00,0.00,"Panorámica","L",0
"2072861",58.62,7.40,0.00,"Panorámica","L",0
"2072872",61.61,1.26,0.00,"Panorámica","L",0
"2072875",34.13,1.81,2.55,"Panorámica","L",0
"2072878",34.38,11.51,0.00,"Panorámica","L",0
"2072879",33.23,10.70,0.00,"Panorámica","L",0
"2072881",33.90,15.26,0.00,"Panorámica","L",0
"2072883",51.78,5.14,1.76,"Panorámica","L",0
"2072894",43.48,17.90,0.00,"Panorámica","L",0
"2072899",15.98,20.22,7.55,"Panorámica","L",0
"2072900",24.16,0.00,25.37,"Panorámica","L",0
"2072901",18.12,15.94,1.03,"Panorámica","L",0
"2072902",30.51,11.07,11.87,"Panorámica","L",0
"2072905",32.32,8.45,2.57,"Panorámica","L",0
"2072907",26.65,10.19,8.31,"Panorámica","L",0
"2072908",19.88,0.00,25.77,"Panorámica","L",0
"2072913",64.91,0.00,0.00,"Detalle","L",0
"2072914",37.82,0.00,13.85,"Panorámica","L",1
"2072917",11.47,0.00,13.95,"Panorámica","L",1
"2072918",62.61,0.00,0.00,"Detalle","L",0
"2072924",32.58,7.86,5.89,"Panorámica","L",0
"2072925",65.81,6.90,3.01,"Detalle","L",0
"2072927",20.83,1.85,6.06,"Panorámica","L",1
"2072928",20.16,5.22,29.56,"Panorámica","L",0
"2072933",43.65,6.95,0.00,"Panorámica","L",1
"2072936",43.86,0.00,8.32,"Panorámica","L",0
"2072944",33.59,8.97,1.11,"Panorámica","L",0
"2072950",35.75,0.00,3.55,"Panorámica","L",0
"2072994",43.58,5.60,0.00,"Panorámica","L",0
"2073027",63.65,0.00,0.00,"Detalle","L",0
"2073041",40.30,0.00,0.00,"Panorámica","L",0
"2073044",23.26,0.00,0.00,"Panorámica","L",0
"2073045",63.39,1.62,0.00,"Panorámica","L",0
"2073049",59.09,13.88,1.07,"Detalle","L",0
"2073052",50.53,16.67,4.21,"Panorámica","L",1
"2073055",41.81,0.00,0.00,"Panorámica","L",0
"2073057",43.08,0.00,4.54,"Panorámica","L",0
"2073062",50.12,0.00,0.00,"Panorámica","L",0
"2073066",43.81,0.00,0.00,"Panorámica","L",0
"2073092",8.45,0.00,2.49,"Panorámica","L",1
"2073093",96.80,0.00,0.00,"Panorámica","L",1
"2073099",39.02,0.00,0.00,"Detalle","L",0
"2073119",0.00,13.84,25.90,"Panorámica","L",0
"2073131",35.08,18.76,0.00,"Panorámica","L",0
"2073132",53.56,16.92,0.00,"Panorámica","L",0
"2073135",11.50,12.94,0.00,"Panorámica","L",0
"2073145",47.21,0.00,0.00,"Panorámica","L",0
"2073149",16.82,8.18,4.53,"Panorámica","L",0
"2073154",38.15,6.11,29.51,"Detalle","L",1
"2073161",60.43,11.99,0.00,"Detalle","L",0
"2073162",50.49,2.12,0.00,"Detalle","L",0
"2073173",55.37,1.79,0.00,"Panorámica","L",0
"2073175",39.73,15.61,0.00,"Panorámica","L",0
