"ABANDONADO","CULT","MALEZA","DESCAMPADO","VEGETACION","CIELO","SUELO_DESNUDO","PAISAJE"
"ABANDONO",19.44,58.77,0.00,8.46,1.82,0.00,11.48
"ABANDONO",21.78,49.27,24.54,0.00,1.46,0.00,2.92
"ABANDONO",11.69,74.62,2.18,9.12,0.00,0.00,2.37
"ABANDONO",21.79,73.23,0.00,3.21,1.76,0.00,0.00
"ABANDONO",0.00,73.92,0.00,19.06,7.01,0.00,0.00
"ABANDONO",2.22,78.32,9.03,10.41,0.00,0.00,0.00
"ABANDONO",0.00,64.85,0.00,15.21,16.65,0.00,3.27
"NO ABANDONO",19.95,42.88,0.00,13.14,0.00,0.00,24.00
"ABANDONO",0.00,58.88,0.00,14.02,0.00,0.00,27.09
"ABANDONO",13.01,70.86,0.00,16.12,0.00,0.00,0.00
"ABANDONO",22.63,55.34,0.00,14.25,3.46,0.00,4.29
"ABANDONO",22.63,55.34,0.00,14.25,3.46,0.00,4.29
"ABANDONO",30.66,58.10,0.00,0.00,0.00,0.00,11.22
"ABANDONO",22.61,5.37,0.00,48.61,13.41,3.63,6.34
"NO ABANDONO",10.86,19.71,49.95,8.85,1.57,0.00,9.03
"ABANDONO",17.99,72.69,0.00,1.87,0.00,1.42,6.00
"ABANDONO",21.79,60.92,0.00,4.79,10.71,0.00,1.77
"ABANDONO",0.00,60.07,0.00,39.92,0.00,0.00,0.00
"ABANDONO",20.98,33.83,1.13,22.08,7.43,0.00,14.51
"ABANDONO",20.34,64.57,0.00,0.00,7.41,0.00,7.65
"ABANDONO",20.34,64.57,0.00,0.00,7.41,0.00,7.65
"ABANDONO",2.53,52.14,14.88,5.20,0.00,0.00,25.22
"ABANDONO",18.63,33.49,0.00,0.00,1.25,0.00,46.61
"ABANDONO",12.66,60.29,6.58,0.00,0.00,0.00,20.45
"ABANDONO",0.00,58.13,0.00,5.82,9.62,0.00,26.41
"ABANDONO",0.00,19.67,43.44,19.95,16.93,0.00,0.00
"ABANDONO",20.24,36.94,32.43,0.00,10.37,0.00,0.00
"ABANDONO",0.00,8.98,16.77,30.56,28.43,0.00,0.00
"ABANDONO",0.00,29.81,0.00,13.96,25.13,0.00,22.96
"NO ABANDONO",14.36,3.11,34.21,37.51,10.79,0.00,0.00
"ABANDONO",3.30,68.61,0.00,8.52,19.55,0.00,0.00
"ABANDONO",26.26,67.34,6.38,0.00,0.00,0.00,0.00
"ABANDONO",29.77,47.65,0.00,22.56,0.00,0.00,0.00
"ABANDONO",14.04,46.71,0.00,4.70,7.55,0.00,26.98
"NO ABANDONO",0.00,33.59,50.58,11.51,0.00,0.00,1.17
"ABANDONO",30.88,45.12,0.00,23.98,0.00,0.00,0.00
"ABANDONO",0.00,15.08,0.00,57.71,20.89,0.00,6.30
"ABANDONO",0.00,82.60,0.00,5.88,5.62,0.00,5.89
"ABANDONO",2.37,58.76,0.00,12.68,0.00,0.00,24.38
"ABANDONO",14.01,52.82,13.12,12.15,0.00,0.00,7.87
"NO ABANDONO",33.36,59.18,0.00,1.19,6.24,0.00,0.00
"ABANDONO",19.22,54.93,0.00,3.74,6.90,0.00,15.18
"ABANDONO",0.00,58.34,0.00,22.68,18.96,0.00,0.00
"ABANDONO",0.00,78.73,0.00,0.00,0.00,0.00,21.26
"ABANDONO",11.49,55.70,0.00,0.00,0.00,0.00,32.79
"ABANDONO",9.81,8.85,43.54,33.98,3.80,0.00,0.00
"ABANDONO",0.00,72.09,0.00,2.97,0.00,0.00,24.93
"ABANDONO",0.00,22.67,41.63,34.41,0.00,0.00,0.00
"ABANDONO",13.12,47.35,32.13,7.38,0.00,0.00,0.00
"ABANDONO",35.96,64.03,0.00,0.00,0.00,0.00,0.00
"ABANDONO",0.00,53.62,30.61,15.75,0.00,0.00,0.00
"ABANDONO",6.73,60.01,0.00,11.56,21.69,0.00,0.00
"ABANDONO",0.00,92.19,0.00,7.80,0.00,0.00,0.00
"ABANDONO",11.78,69.08,0.00,19.12,0.00,0.00,0.00
"ABANDONO",23.20,55.50,0.00,2.71,0.00,0.00,18.57
"ABANDONO",0.00,37.85,50.89,0.00,11.25,0.00,0.00
"ABANDONO",6.38,51.95,0.00,15.86,0.00,0.00,25.79
"ABANDONO",13.84,71.05,4.61,10.48,0.00,0.00,0.00
"NO ABANDONO",9.49,11.22,36.97,38.23,0.00,0.00,0.00
"NO ABANDONO",28.20,49.98,0.00,0.00,0.00,0.00,21.80
"ABANDONO",29.47,46.11,0.00,24.40,0.00,0.00,0.00
"ABANDONO",0.00,27.40,18.97,53.61,0.00,0.00,0.00
"ABANDONO",0.00,45.22,0.00,18.36,33.03,0.00,0.00
"ABANDONO",23.26,49.63,0.00,0.00,0.00,0.00,27.10
"NO ABANDONO",12.90,30.56,11.12,19.53,12.45,0.00,13.41
"ABANDONO",22.14,4.43,0.00,48.41,0.00,0.00,25.00
"ABANDONO",12.01,39.54,0.00,0.00,0.00,0.00,48.43
"NO ABANDONO",14.83,47.66,8.21,0.00,9.85,0.00,19.43
"NO ABANDONO",0.00,68.93,0.00,0.00,0.00,0.00,2.20
"NO ABANDONO",0.00,30.21,50.37,9.73,0.00,0.00,2.17
"ABANDONO",23.09,46.34,6.50,20.00,4.06,0.00,0.00
"ABANDONO",25.01,42.14,9.18,12.64,4.79,0.00,6.21
"ABANDONO",1.86,68.72,0.00,7.97,11.16,0.00,10.27
"NO ABANDONO",30.56,56.30,0.00,3.73,9.39,0.00,0.00
"ABANDONO",0.00,42.94,1.48,7.87,15.02,0.00,7.05
"NO ABANDONO",0.00,40.44,0.00,5.92,6.08,28.40,16.55
"ABANDONO",0.00,58.10,0.00,17.36,12.36,0.00,12.17
"ABANDONO",1.78,54.82,21.35,0.00,3.64,0.00,16.47
"ABANDONO",1.69,83.41,0.00,0.00,8.88,0.00,4.10
"ABANDONO",8.77,26.35,29.24,28.09,7.53,0.00,0.00
"ABANDONO",3.91,13.16,75.96,0.00,6.94,0.00,0.00
"ABANDONO",16.08,54.36,15.25,11.03,3.27,0.00,0.00
"ABANDONO",11.32,3.99,0.00,66.34,17.04,0.00,0.00
"ABANDONO",0.00,88.41,0.00,0.00,11.58,0.00,0.00
"ABANDONO",29.86,61.03,0.00,6.35,0.00,0.00,2.75
"NO ABANDONO",12.84,13.33,44.77,29.04,0.00,0.00,0.00
"ABANDONO",19.71,53.26,0.00,27.01,0.00,0.00,0.00
"ABANDONO",17.32,82.67,0.00,0.00,0.00,0.00,0.00
"NO ABANDONO",23.03,51.35,9.01,1.32,7.89,0.00,7.37
"ABANDONO",0.00,89.55,0.00,1.04,2.24,0.00,7.15
"ABANDONO",11.97,64.25,0.00,9.00,0.00,3.88,10.86
"ABANDONO",0.00,38.76,27.09,6.91,3.10,0.00,20.00
"ABANDONO",8.95,68.02,2.03,1.74,5.66,0.00,13.56
"ABANDONO",8.70,79.31,0.00,2.62,1.49,0.00,3.50
"ABANDONO",3.59,24.20,37.98,15.95,6.97,0.00,11.28
"ABANDONO",0.00,65.48,0.00,0.00,0.00,0.00,34.51
"ABANDONO",0.00,55.59,0.00,0.00,0.00,0.00,44.40
"ABANDONO",20.76,73.91,0.00,1.49,3.82,0.00,0.00
"ABANDONO",22.72,33.57,0.00,43.70,0.00,0.00,0.00
"NO ABANDONO",11.38,16.72,57.17,1.75,2.34,0.00,10.61
"ABANDONO",32.06,53.85,0.00,0.00,8.18,0.00,5.90
"NO ABANDONO",15.63,32.21,35.71,0.00,3.74,0.00,12.69
"ABANDONO",29.92,58.20,0.00,9.00,0.00,0.00,2.86
"ABANDONO",0.00,48.74,19.27,0.00,0.00,0.00,31.98
"ABANDONO",15.50,63.95,0.00,2.84,6.39,0.00,11.29
"ABANDONO",9.26,40.09,32.36,13.27,4.99,0.00,0.00
"ABANDONO",0.00,87.07,9.08,1.79,2.04,0.00,0.00
"NO ABANDONO",2.77,10.22,48.28,14.60,6.47,0.00,0.00
"ABANDONO",5.01,71.64,0.00,11.97,11.36,0.00,0.00
"ABANDONO",25.62,52.24,0.00,0.00,0.00,0.00,19.91
"NO ABANDONO",2.40,79.62,0.00,0.00,5.32,0.00,9.03
"NO ABANDONO",3.36,57.23,29.93,2.87,0.00,0.00,6.59
"NO ABANDONO",0.00,1.94,59.42,0.00,4.93,0.00,33.69
"ABANDONO",0.00,34.28,34.93,9.04,20.50,0.00,1.23
"ABANDONO",0.00,56.67,0.00,3.38,18.96,0.00,20.97
"NO ABANDONO",25.16,52.31,0.00,7.06,9.68,0.00,5.76
"NO ABANDONO",0.00,22.49,0.00,0.00,0.00,0.00,77.50
"ABANDONO",21.64,72.21,0.00,0.00,6.14,0.00,0.00
"ABANDONO",0.00,73.93,0.00,15.42,0.00,0.00,10.64
"NO ABANDONO",34.43,3.55,0.00,57.92,0.00,0.00,0.00
"NO ABANDONO",24.12,40.75,0.00,5.10,0.00,0.00,30.02
"ABANDONO",12.46,40.94,1.63,44.95,0.00,0.00,0.00
"ABANDONO",12.76,32.19,0.00,10.83,0.00,0.00,44.20
"ABANDONO",26.51,73.48,0.00,0.00,0.00,0.00,0.00
"ABANDONO",16.70,54.01,0.00,13.06,3.88,0.00,8.60
"ABANDONO",6.64,47.37,4.20,9.61,0.00,0.00,32.15
"ABANDONO",0.00,63.63,0.00,27.52,0.00,0.00,8.84
"ABANDONO",0.00,44.52,0.00,0.00,0.00,0.00,55.47
"ABANDONO",9.37,58.78,17.79,0.00,0.00,0.00,14.04
"ABANDONO",21.28,35.92,0.00,0.00,0.00,5.81,36.97
"ABANDONO",27.96,16.76,0.00,55.27,0.00,0.00,0.00
"ABANDONO",5.87,91.79,2.32,0.00,0.00,0.00,0.00
"NO ABANDONO",8.31,17.59,47.37,1.67,7.25,0.00,17.78
"NO ABANDONO",20.64,60.74,13.25,0.00,5.36,0.00,0.00
"ABANDONO",22.83,45.33,2.52,17.48,0.00,0.00,11.81
"ABANDONO",12.09,73.16,0.00,0.00,6.89,0.00,7.84
"NO ABANDONO",0.00,8.55,59.68,12.56,9.23,0.00,9.97
"ABANDONO",0.00,61.90,9.14,2.57,0.00,0.00,26.37
"NO ABANDONO",6.30,23.81,0.00,37.62,13.22,0.00,7.52
"ABANDONO",6.53,66.94,10.73,8.80,6.98,0.00,0.00
"ABANDONO",0.00,65.94,0.00,1.80,21.82,0.00,10.43
"ABANDONO",0.00,27.96,27.78,44.24,0.00,0.00,0.00
"NO ABANDONO",13.00,2.54,33.37,27.51,0.00,0.00,23.56
"ABANDONO",21.26,55.64,0.00,0.00,0.00,0.00,23.08
"NO ABANDONO",1.78,16.13,0.00,25.60,1.22,51.51,3.73
"ABANDONO",0.00,77.31,1.72,5.04,15.92,0.00,0.00
"ABANDONO",0.00,89.05,2.79,2.94,5.20,0.00,0.00
"ABANDONO",0.00,94.23,0.00,0.00,5.76,0.00,0.00
"ABANDONO",6.52,30.78,11.21,0.00,0.00,0.00,50.16
"NO ABANDONO",17.70,47.04,0.00,1.87,0.00,0.00,32.10
"NO ABANDONO",23.24,10.00,31.52,35.22,0.00,0.00,0.00
"ABANDONO",0.00,64.79,19.70,2.25,0.00,0.00,11.96
"ABANDONO",20.78,50.08,9.31,0.00,0.00,0.00,19.82
"ABANDONO",0.00,100.00,0.00,0.00,0.00,0.00,0.00
"ABANDONO",26.61,41.53,0.00,0.00,6.41,0.00,25.42
"ABANDONO",33.32,57.40,0.00,1.60,0.00,0.00,7.67
"ABANDONO",8.67,51.57,0.00,0.00,0.00,0.00,39.75
"ABANDONO",4.69,38.13,39.97,4.01,8.56,0.00,4.61
"ABANDONO",3.57,34.90,20.84,8.59,0.00,0.00,32.07
"NO ABANDONO",19.59,53.47,0.00,26.93,0.00,0.00,0.00
"ABANDONO",0.00,63.58,8.76,20.69,5.25,0.00,1.70
"ABANDONO",30.02,65.79,0.00,0.00,0.00,0.00,4.17
"ABANDONO",0.00,40.34,20.67,0.00,0.00,0.00,38.97
"NO ABANDONO",11.23,10.93,42.50,33.96,1.35,0.00,0.00
"ABANDONO",0.00,12.30,45.23,28.25,14.21,0.00,0.00
"ABANDONO",26.50,67.04,0.00,0.00,0.00,0.00,6.45
"NO ABANDONO",36.94,56.03,0.00,0.00,7.02,0.00,0.00
"ABANDONO",0.00,43.17,40.77,0.00,0.00,0.00,16.04
"ABANDONO",0.00,73.76,0.00,12.62,11.35,0.00,2.26
"ABANDONO",5.06,72.33,0.00,11.72,0.00,0.00,10.87
"NO ABANDONO",18.60,55.50,13.47,8.70,2.03,0.00,1.66
"NO ABANDONO",15.06,60.28,0.00,11.02,5.62,0.00,7.99
"ABANDONO",27.36,31.41,0.00,41.22,0.00,0.00,0.00
"ABANDONO",25.14,61.71,0.00,1.66,1.66,0.00,9.80
"ABANDONO",12.51,57.97,0.00,27.88,0.00,0.00,1.62
"NO ABANDONO",40.22,58.45,0.00,1.32,0.00,0.00,0.00
"NO ABANDONO",35.29,59.38,0.00,0.00,5.31,0.00,0.00
"ABANDONO",10.26,78.42,0.00,0.00,0.00,0.00,11.31
"ABANDONO",3.81,65.69,0.00,22.07,0.00,0.00,8.41
"NO ABANDONO",18.50,37.67,3.38,26.26,0.00,0.00,14.17
"ABANDONO",0.00,84.09,0.00,9.12,0.00,0.00,6.77
"ABANDONO",31.59,60.15,0.00,0.00,0.00,0.00,8.24
"ABANDONO",0.00,100.00,0.00,0.00,0.00,0.00,0.00
"ABANDONO",3.89,55.28,0.00,39.75,1.07,0.00,0.00
"ABANDONO",0.00,92.43,0.00,1.95,0.00,0.00,5.61
"NO ABANDONO",28.11,71.88,0.00,0.00,0.00,0.00,0.00
"ABANDONO",9.15,24.49,4.24,57.09,0.00,0.00,5.01
"ABANDONO",16.65,80.64,0.00,2.69,0.00,0.00,0.00
"ABANDONO",13.65,19.38,39.15,22.34,0.00,0.00,5.46
"ABANDONO",16.51,33.39,22.30,5.00,0.00,0.00,22.78
"ABANDONO",2.38,80.44,0.00,6.85,1.34,0.00,8.97
"ABANDONO",13.62,37.46,8.96,22.61,17.33,0.00,0.00
"ABANDONO",25.47,49.77,0.00,7.81,0.00,0.00,16.93
"ABANDONO",8.33,69.83,0.00,12.27,0.00,0.00,9.55
"ABANDONO",15.17,67.24,0.00,0.00,0.00,1.60,15.97
"ABANDONO",20.89,64.10,0.00,0.00,9.88,0.00,5.10
"ABANDONO",4.74,30.81,16.65,17.61,8.40,0.00,13.22
"ABANDONO",12.76,48.68,0.00,19.97,0.00,0.00,18.58
"ABANDONO",17.31,69.13,0.00,3.01,10.53,0.00,0.00
"ABANDONO",5.99,48.96,0.00,13.33,30.03,0.00,1.67
"ABANDONO",26.16,65.65,0.00,8.18,0.00,0.00,0.00
"ABANDONO",32.10,66.27,1.61,0.00,0.00,0.00,0.00
"NO ABANDONO",12.41,1.44,19.81,44.22,22.09,0.00,0.00
"ABANDONO",5.82,82.43,11.74,0.00,0.00,0.00,0.00
"ABANDONO",35.41,61.02,0.00,0.00,3.56,0.00,0.00
"ABANDONO",21.15,24.81,14.17,39.85,0.00,0.00,0.00
"ABANDONO",0.00,57.04,0.00,26.75,16.20,0.00,0.00
"NO ABANDONO",18.83,71.67,0.00,0.00,9.49,0.00,0.00
"NO ABANDONO",10.67,54.27,0.00,0.00,0.00,0.00,35.04
"ABANDONO",2.48,79.96,0.00,1.19,10.89,0.00,5.44
"NO ABANDONO",23.48,62.47,0.00,0.00,5.56,0.00,8.48
"ABANDONO",15.87,18.82,0.00,29.82,35.48,0.00,0.00
"ABANDONO",2.31,49.39,0.00,8.51,27.93,0.00,11.84
"ABANDONO",0.00,53.71,0.00,41.31,4.96,0.00,0.00
"ABANDONO",0.00,67.33,0.00,11.08,11.35,0.00,10.23
"ABANDONO",0.00,65.91,0.00,5.24,15.02,0.00,7.60
"ABANDONO",9.65,29.30,0.00,44.52,0.00,0.00,16.50
"ABANDONO",7.10,45.12,0.00,42.79,4.97,0.00,0.00
"ABANDONO",34.70,50.23,0.00,0.00,6.09,0.00,8.96
"ABANDONO",16.93,65.43,0.00,0.00,6.23,0.00,11.39
"ABANDONO",18.08,37.30,0.00,9.69,0.00,0.00,29.92
"ABANDONO",3.78,42.17,31.20,0.00,0.00,0.00,22.83
"NO ABANDONO",28.47,56.39,3.63,3.57,3.70,0.00,4.20
"ABANDONO",21.49,48.77,23.86,0.00,0.00,0.00,5.87
"ABANDONO",9.36,62.86,24.86,2.90,0.00,0.00,0.00
"ABANDONO",0.00,70.99,9.98,7.75,0.00,0.00,11.26
"ABANDONO",0.00,79.75,0.00,0.00,0.00,0.00,20.24
"ABANDONO",16.90,37.17,0.00,29.38,6.66,0.00,9.86
"ABANDONO",17.49,37.44,0.00,22.89,3.86,0.00,18.30
"ABANDONO",0.00,75.72,0.00,0.00,10.39,0.00,13.87
"ABANDONO",15.12,71.31,13.55,0.00,0.00,0.00,0.00
"ABANDONO",35.04,2.69,0.00,53.74,0.00,8.50,0.00
"ABANDONO",18.12,15.00,2.40,49.71,0.00,14.75,0.00
"ABANDONO",28.18,47.20,0.00,7.29,0.00,0.00,17.30
"ABANDONO",0.00,43.57,33.78,22.63,0.00,0.00,0.00
"ABANDONO",15.59,6.58,0.00,49.43,17.96,0.00,10.42
"ABANDONO",4.88,70.37,0.00,7.47,17.26,0.00,0.00
"ABANDONO",11.19,4.33,22.91,33.99,22.38,0.00,5.16
"ABANDONO",8.27,47.08,9.98,29.97,4.67,0.00,0.00
"ABANDONO",14.93,58.80,13.65,2.22,0.00,0.00,10.37
"ABANDONO",0.00,71.27,0.00,16.40,0.00,0.00,10.21
"ABANDONO",8.85,1.86,19.03,67.71,2.53,0.00,0.00
"ABANDONO",0.00,37.59,26.83,11.10,24.46,0.00,0.00
"ABANDONO",0.00,80.67,0.00,0.00,19.32,0.00,0.00
"ABANDONO",0.00,51.93,14.21,17.47,9.24,0.00,7.12
"ABANDONO",0.00,83.03,16.96,0.00,0.00,0.00,0.00
"ABANDONO",0.00,71.03,0.00,8.99,19.96,0.00,0.00
"ABANDONO",27.70,57.66,3.29,0.00,3.04,0.00,8.27
"NO ABANDONO",19.13,13.79,6.53,37.17,6.22,0.00,17.13
"ABANDONO",14.11,72.95,0.00,0.00,12.92,0.00,0.00
"ABANDONO",0.00,64.21,0.00,28.35,0.00,0.00,7.43
"NO ABANDONO",0.00,12.07,47.98,39.94,0.00,0.00,0.00
"ABANDONO",21.13,42.21,8.34,16.64,4.65,0.00,7.01
"ABANDONO",5.91,51.84,5.19,14.27,6.81,0.00,9.21
"NO ABANDONO",18.86,35.28,29.90,5.21,7.23,0.00,3.50
"ABANDONO",25.99,59.18,0.00,13.56,1.24,0.00,0.00
"ABANDONO",21.15,66.76,0.00,2.36,9.70,0.00,0.00
"ABANDONO",0.00,59.81,4.28,4.25,0.00,0.00,31.64
"NO ABANDONO",8.69,52.94,0.00,2.60,9.26,0.00,26.48
"NO ABANDONO",31.62,47.43,0.00,20.94,0.00,0.00,0.00
"NO ABANDONO",4.88,5.57,29.40,51.12,2.53,0.00,6.48
"ABANDONO",0.00,84.18,0.00,15.81,0.00,0.00,0.00
"NO ABANDONO",16.78,63.26,1.21,0.00,6.02,0.00,2.22
"ABANDONO",0.00,66.86,0.00,11.49,13.51,0.00,8.13
"ABANDONO",9.94,66.83,0.00,0.00,0.00,0.00,21.20
"ABANDONO",4.22,79.60,11.60,0.00,4.56,0.00,0.00
"ABANDONO",17.37,46.57,0.00,3.73,0.00,0.00,32.31
"ABANDONO",13.47,50.48,0.00,0.00,0.00,0.00,36.04
"ABANDONO",31.13,52.84,0.00,0.00,6.11,0.00,9.90
"ABANDONO",0.00,65.20,0.00,25.24,8.22,0.00,1.33
"ABANDONO",17.93,60.81,0.00,5.30,0.00,0.00,15.94
"NO ABANDONO",26.46,47.66,13.87,6.74,2.92,0.00,2.32
"NO ABANDONO",23.73,42.20,0.00,6.61,8.18,0.00,9.49
"NO ABANDONO",24.15,48.83,0.00,2.34,2.04,0.00,22.61
"ABANDONO",22.93,43.85,0.00,5.49,4.92,0.00,22.78
"ABANDONO",18.40,40.77,0.00,1.83,2.21,0.00,36.77
"ABANDONO",19.61,75.76,0.00,0.00,0.00,0.00,4.62
"ABANDONO",15.61,61.96,0.00,4.92,0.00,0.00,17.49
"ABANDONO",0.00,59.56,0.00,2.74,33.68,0.00,4.01
"ABANDONO",18.49,67.40,0.00,0.00,3.48,0.00,10.60
"NO ABANDONO",21.71,46.09,0.00,0.00,10.64,0.00,21.54
"ABANDONO",31.56,46.47,0.00,5.35,0.00,0.00,16.60
"ABANDONO",0.00,65.98,0.00,32.19,0.00,0.00,1.81
"ABANDONO",23.67,54.37,15.20,0.00,6.75,0.00,0.00
"ABANDONO",19.38,32.42,31.66,0.00,10.09,0.00,6.41
"NO ABANDONO",10.81,7.58,46.28,23.27,8.04,0.00,3.99
"ABANDONO",27.93,51.69,0.00,1.76,0.00,2.50,13.54
"ABANDONO",0.00,45.87,0.00,17.95,36.16,0.00,0.00
"ABANDONO",0.00,38.60,0.00,17.26,19.19,0.00,0.00
"ABANDONO",0.00,69.81,0.00,3.83,22.49,0.00,3.85
"ABANDONO",38.96,61.03,0.00,0.00,0.00,0.00,0.00
"ABANDONO",30.57,58.91,0.00,8.82,1.67,0.00,0.00
"ABANDONO",24.75,61.24,0.00,0.00,11.64,0.00,2.35
"ABANDONO",25.05,39.79,19.56,9.87,5.70,0.00,0.00
"ABANDONO",0.00,22.08,3.70,34.99,22.59,0.00,14.03
"ABANDONO",16.98,71.22,0.00,0.00,11.78,0.00,0.00
"ABANDONO",0.00,52.33,12.22,22.53,11.07,0.00,1.82
"ABANDONO",0.00,69.71,0.00,16.80,9.78,0.00,3.69
"ABANDONO",0.00,70.81,0.00,0.00,15.81,0.00,13.36
"ABANDONO",0.00,62.98,14.61,19.74,0.00,0.00,2.65
"ABANDONO",16.91,59.94,0.00,0.00,1.43,0.00,21.70
"ABANDONO",0.00,34.51,22.46,32.68,5.99,0.00,4.33
"ABANDONO",13.99,76.14,0.00,6.71,0.00,0.00,3.14
"ABANDONO",0.00,60.02,0.00,0.00,0.00,0.00,39.97
"ABANDONO",16.76,51.10,0.00,3.70,9.75,0.00,16.50
"ABANDONO",21.88,46.17,13.50,1.53,2.64,0.00,3.83
"ABANDONO",0.00,79.77,0.00,10.31,6.37,0.00,3.53
"ABANDONO",0.00,19.59,0.00,59.66,20.73,0.00,0.00
"ABANDONO",24.06,59.78,4.25,10.05,1.83,0.00,0.00
"NO ABANDONO",8.18,53.87,14.27,23.66,0.00,0.00,0.00
"NO ABANDONO",35.73,55.27,0.00,0.00,4.49,0.00,4.50
"ABANDONO",0.00,84.33,0.00,15.66,0.00,0.00,0.00
"ABANDONO",6.36,80.29,0.00,13.34,0.00,0.00,0.00
"NO ABANDONO",1.81,1.58,69.23,22.50,2.58,0.00,2.26
"ABANDONO",0.00,59.93,8.95,3.86,8.55,0.00,18.68
"ABANDONO",4.72,51.36,16.99,0.00,0.00,0.00,26.91
"ABANDONO",11.31,32.68,0.00,28.41,25.41,0.00,2.17
"ABANDONO",21.86,66.48,0.00,0.00,4.91,0.00,6.73
"ABANDONO",10.50,26.97,0.00,13.39,0.00,0.00,46.18
"ABANDONO",0.00,59.85,0.00,28.20,0.00,0.00,11.94
"ABANDONO",1.99,73.95,0.00,0.00,2.19,0.00,21.85
"ABANDONO",12.39,2.28,15.75,46.90,8.24,0.00,14.41
"ABANDONO",16.11,52.35,0.00,10.82,0.00,0.00,20.70
"NO ABANDONO",22.38,16.24,22.21,39.14,0.00,0.00,0.00
"ABANDONO",25.14,44.76,0.00,17.65,0.00,0.00,12.43
"ABANDONO",32.05,53.07,0.00,2.63,5.82,0.00,6.40
"ABANDONO",25.60,60.34,0.00,2.39,9.71,0.00,1.93
"ABANDONO",3.33,62.25,26.50,6.66,0.00,0.00,1.24
"ABANDONO",14.18,73.40,0.00,0.00,3.42,0.00,8.98
"ABANDONO",0.00,72.76,0.00,13.49,0.00,0.00,13.74
"NO ABANDONO",27.71,52.21,0.00,0.00,5.83,0.00,14.23
"NO ABANDONO",7.85,31.81,39.98,0.00,4.08,0.00,16.25
"ABANDONO",29.98,57.96,4.08,0.00,0.00,0.00,7.96
"ABANDONO",19.85,66.45,8.68,0.00,0.00,0.00,5.01
"NO ABANDONO",0.00,71.60,4.01,1.45,3.71,0.00,16.87
"ABANDONO",0.00,49.04,4.35,21.58,22.03,0.00,0.00
"ABANDONO",25.06,50.75,0.00,1.63,0.00,0.00,22.55
"ABANDONO",27.71,65.68,0.00,0.00,3.20,0.00,0.00
"ABANDONO",0.00,11.04,0.00,85.57,1.74,0.00,0.00
"ABANDONO",0.00,67.21,0.00,19.32,13.45,0.00,0.00
"ABANDONO",21.80,47.35,0.00,19.69,7.64,0.00,3.51
"ABANDONO",0.00,83.93,0.00,10.24,3.57,0.00,2.24
"ABANDONO",0.00,62.09,0.00,6.66,31.23,0.00,0.00
"ABANDONO",27.27,50.23,0.00,0.00,2.89,0.00,19.60
"ABANDONO",0.00,81.89,0.00,6.92,4.18,0.00,7.00
"ABANDONO",16.21,55.16,0.00,0.00,7.17,1.94,15.12
"ABANDONO",20.06,42.83,0.00,16.42,0.00,0.00,20.67
"ABANDONO",0.00,36.59,0.00,63.40,0.00,0.00,0.00
"ABANDONO",0.00,44.43,0.00,42.61,2.79,0.00,10.15
"ABANDONO",23.19,51.29,0.00,0.00,4.07,0.00,21.43
"NO ABANDONO",10.39,43.35,11.22,35.03,0.00,0.00,0.00
"ABANDONO",0.00,41.05,41.03,5.16,11.18,0.00,1.55
"NO ABANDONO",16.11,25.09,30.76,17.87,6.58,0.00,3.56
"ABANDONO",12.84,59.52,3.74,6.57,4.75,0.00,12.55
"ABANDONO",20.66,51.70,15.06,0.00,8.81,0.00,3.74
"ABANDONO",0.00,45.75,19.77,2.63,20.58,0.00,11.25
"ABANDONO",0.00,54.73,0.00,4.55,11.50,0.00,29.19
"ABANDONO",3.22,34.57,27.36,7.32,22.97,0.00,4.52
"ABANDONO",0.00,49.11,0.00,3.82,13.22,0.00,19.74
"ABANDONO",14.66,68.30,0.00,1.35,6.29,0.00,7.36
"ABANDONO",1.22,72.33,11.63,3.29,2.07,0.00,9.44
"ABANDONO",14.10,68.42,10.02,7.43,0.00,0.00,0.00
"ABANDONO",6.51,66.04,0.00,0.00,0.00,0.00,27.43
"ABANDONO",7.22,30.91,56.38,0.00,5.48,0.00,0.00
"ABANDONO",19.04,41.86,28.12,6.94,0.00,0.00,2.37
"NO ABANDONO",13.15,25.93,41.62,7.08,4.94,0.00,7.25
"ABANDONO",0.00,80.60,0.00,11.62,7.76,0.00,0.00
"ABANDONO",0.00,69.87,0.00,0.00,8.71,0.00,21.41
"ABANDONO",4.95,82.99,0.00,4.49,0.00,0.00,7.54
"ABANDONO",18.85,69.43,0.00,0.00,0.00,0.00,5.98
"ABANDONO",4.12,3.57,53.08,14.79,0.00,0.00,24.42
"ABANDONO",0.00,40.22,37.45,6.09,0.00,0.00,16.23
"ABANDONO",1.75,62.73,20.82,12.35,0.00,0.00,2.32
"ABANDONO",8.17,31.64,20.28,29.40,0.00,0.00,10.49
"ABANDONO",2.36,68.54,19.58,0.00,0.00,0.00,9.50
"ABANDONO",3.99,42.34,24.13,22.97,6.55,0.00,0.00
"ABANDONO",13.19,42.14,11.04,33.61,0.00,0.00,0.00
"ABANDONO",11.12,51.40,7.79,26.73,0.00,0.00,2.93
"ABANDONO",9.71,31.65,20.65,23.82,4.34,0.00,9.80
"ABANDONO",22.32,48.88,0.00,28.78,0.00,0.00,0.00
"ABANDONO",0.00,61.96,0.00,38.03,0.00,0.00,0.00
"NO ABANDONO",0.00,75.98,0.00,20.35,3.65,0.00,0.00
"ABANDONO",8.28,17.80,20.71,38.69,8.90,0.00,5.60
