"ABANDONADO","CULT","MALEZA","DESCAMPADO","VEGETACION","CIELO","SUELO_DESNUDO","PAISAJE"
"NO ABANDONO",8.98,0.00,0.00,0.00,26.70,64.30,0.00
"NO ABANDONO",6.84,0.00,0.00,0.00,24.18,68.96,0.00
"NO ABANDONO",24.78,0.00,0.00,3.02,32.08,36.73,3.36
"NO ABANDONO",5.13,5.05,58.85,0.00,25.82,0.00,5.12
"NO ABANDONO",8.47,0.00,0.00,6.12,35.23,37.74,2.02
"NO ABANDONO",18.95,0.00,12.48,8.21,52.91,0.00,0.00
"NO ABANDONO",25.78,0.00,46.75,0.00,25.04,0.00,2.42
"NO ABANDONO",3.67,0.00,54.93,0.00,28.82,0.00,1.71
"NO ABANDONO",84.27,0.00,12.18,0.00,3.53,0.00,0.00
"NO ABANDONO",34.85,2.52,9.42,0.00,51.31,0.00,1.87
"NO ABANDONO",44.71,0.00,0.00,0.00,55.28,0.00,0.00
"NO ABANDONO",45.69,0.00,0.00,0.00,43.41,9.30,1.57
"NO ABANDONO",28.31,0.00,34.43,0.00,33.55,0.00,1.73
"NO ABANDONO",17.82,0.00,39.17,0.00,36.48,0.00,0.00
"NO ABANDONO",49.02,0.00,19.20,11.09,20.67,0.00,0.00
"NO ABANDONO",5.06,0.00,0.00,0.00,6.65,83.63,4.64
"NO ABANDONO",12.40,0.00,0.00,1.10,40.21,46.28,0.00
"NO ABANDONO",16.94,0.00,0.00,1.30,49.21,32.53,0.00
"NO ABANDONO",1.71,3.02,0.00,3.97,62.80,28.47,0.00
"ABANDONO",10.06,46.73,0.00,5.45,3.56,10.55,3.12
"NO ABANDONO",0.00,0.00,0.00,0.00,0.00,0.00,100.00
"NO ABANDONO",8.08,0.00,60.92,10.62,20.36,0.00,0.00
"ABANDONO",1.46,83.66,2.06,8.51,2.21,0.00,0.00
"NO ABANDONO",53.20,0.00,0.00,0.00,23.56,20.50,2.71
"NO ABANDONO",22.51,52.62,0.00,0.00,4.77,20.08,0.00
"NO ABANDONO",38.74,0.00,16.58,12.61,14.44,17.61,0.00
"NO ABANDONO",21.98,0.00,65.79,2.40,1.18,0.00,0.00
"ABANDONO",30.61,44.57,0.00,0.00,3.74,19.86,0.00
"NO ABANDONO",67.05,0.00,0.00,0.00,32.94,0.00,0.00
"NO ABANDONO",5.58,1.50,0.00,10.52,29.33,53.04,0.00
"NO ABANDONO",16.27,0.00,0.00,0.00,32.57,51.14,0.00
"NO ABANDONO",10.40,0.00,0.00,0.00,42.91,46.67,0.00
"NO ABANDONO",12.03,0.00,0.00,0.00,37.70,50.26,0.00
"NO ABANDONO",37.07,0.00,0.00,0.00,60.64,0.00,2.28
"ABANDONO",10.62,72.44,0.00,6.26,9.24,0.00,0.00
"ABANDONO",9.54,82.68,0.00,2.62,0.00,0.00,0.00
"ABANDONO",0.00,80.72,7.21,0.00,7.86,0.00,4.19
"NO ABANDONO",17.90,8.81,58.81,2.44,10.75,0.00,1.26
"NO ABANDONO",12.43,0.00,0.00,3.92,19.73,63.90,0.00
"NO ABANDONO",19.87,1.91,68.43,0.00,5.75,0.00,2.17
"ABANDONO",0.00,19.54,70.65,0.00,1.27,0.00,8.51
"NO ABANDONO",0.00,0.00,36.93,4.07,48.39,0.00,10.59
"NO ABANDONO",6.58,1.86,0.00,4.42,49.68,31.88,5.54
"NO ABANDONO",18.68,6.15,40.78,0.00,34.38,0.00,0.00
"NO ABANDONO",6.80,0.00,0.00,0.00,6.75,80.30,6.13
"NO ABANDONO",4.47,0.00,0.00,0.00,8.15,80.19,5.86
"NO ABANDONO",50.16,0.00,2.93,4.07,42.82,0.00,0.00
"NO ABANDONO",27.68,6.76,34.16,0.00,27.57,3.81,0.00
"NO ABANDONO",15.37,2.58,0.00,0.00,33.81,46.03,0.00
"NO ABANDONO",34.12,0.00,0.00,0.00,21.21,44.65,0.00
"NO ABANDONO",1.47,0.00,0.00,7.26,28.39,62.85,0.00
"NO ABANDONO",11.92,0.00,65.41,2.09,8.84,0.00,2.24
"NO ABANDONO",24.19,0.00,52.73,5.04,18.03,0.00,0.00
"NO ABANDONO",24.71,4.37,0.00,0.00,7.03,57.73,0.00
"NO ABANDONO",16.01,5.52,69.84,5.56,0.00,0.00,3.05
"NO ABANDONO",19.16,0.00,59.88,4.58,9.02,0.00,3.57
"ABANDONO",0.00,61.45,0.00,1.47,21.49,0.00,0.00
"NO ABANDONO",25.64,0.00,33.12,4.38,29.04,0.00,2.12
"NO ABANDONO",8.65,0.00,0.00,9.32,17.32,64.69,0.00
"NO ABANDONO",17.20,6.07,58.33,2.27,16.10,0.00,0.00
"NO ABANDONO",14.27,31.17,48.60,1.60,4.33,0.00,0.00
"NO ABANDONO",17.00,0.00,0.00,2.70,26.02,54.25,0.00
"NO ABANDONO",3.32,0.00,0.00,12.82,10.77,73.07,0.00
"NO ABANDONO",43.89,0.00,0.00,2.55,24.65,24.14,4.75
"NO ABANDONO",28.65,1.25,0.00,0.00,32.43,37.65,0.00
"NO ABANDONO",20.54,0.00,0.00,0.00,4.31,71.93,3.20
"NO ABANDONO",2.14,2.05,0.00,0.00,9.54,81.78,4.45
"NO ABANDONO",8.63,5.79,19.36,3.86,19.84,24.04,0.00
"NO ABANDONO",0.00,18.86,0.00,4.99,15.03,55.03,4.01
"NO ABANDONO",35.17,0.00,0.00,0.00,23.89,40.92,0.00
"NO ABANDONO",23.76,0.00,0.00,0.00,33.20,37.83,5.18
"NO ABANDONO",8.26,0.00,0.00,0.00,30.33,59.05,2.34
"NO ABANDONO",35.43,0.00,30.78,0.00,18.35,0.00,0.00
"NO ABANDONO",42.65,0.00,31.38,7.45,18.50,0.00,0.00
"NO ABANDONO",37.14,0.00,38.04,17.26,6.22,0.00,0.00
"NO ABANDONO",21.65,0.00,53.25,11.69,13.39,0.00,0.00
"NO ABANDONO",17.21,0.00,0.00,0.00,20.78,42.24,0.00
"NO ABANDONO",37.93,0.00,0.00,0.00,51.42,0.00,10.63
"NO ABANDONO",64.99,5.67,22.79,0.00,0.00,0.00,0.00
"NO ABANDONO",31.28,0.00,50.82,0.00,17.89,0.00,0.00
"NO ABANDONO",62.76,0.00,16.80,0.00,18.55,0.00,1.88
"NO ABANDONO",48.17,3.15,23.16,0.00,25.49,0.00,0.00
"NO ABANDONO",62.35,0.00,0.00,0.00,37.64,0.00,0.00
"NO ABANDONO",54.64,5.33,13.38,0.00,25.33,0.00,1.29
"NO ABANDONO",89.19,0.00,7.66,0.00,3.13,0.00,0.00
"NO ABANDONO",26.99,0.00,61.81,0.00,11.18,0.00,0.00
"NO ABANDONO",22.40,0.00,0.00,0.00,6.19,71.39,0.00
"ABANDONO",0.00,2.59,71.71,12.57,9.31,0.00,0.00
"NO ABANDONO",11.18,1.36,0.00,2.36,16.64,68.43,0.00
"NO ABANDONO",5.34,1.56,0.00,1.68,13.97,67.12,5.59
"NO ABANDONO",12.90,0.00,0.00,0.00,25.61,58.87,2.59
"NO ABANDONO",4.02,0.00,0.00,6.88,29.58,59.50,0.00
"NO ABANDONO",23.60,4.69,0.00,0.00,13.62,58.07,0.00
"NO ABANDONO",27.07,0.00,0.00,7.26,18.53,47.12,0.00
"NO ABANDONO",17.09,0.00,60.18,7.24,14.20,0.00,1.26
"NO ABANDONO",28.03,0.00,49.40,1.11,18.37,0.00,0.00
"NO ABANDONO",8.54,0.00,0.00,0.00,30.97,56.75,3.73
"NO ABANDONO",23.96,5.38,0.00,4.67,15.29,47.78,2.89
"NO ABANDONO",12.00,0.00,0.00,0.00,21.94,54.82,11.22
"NO ABANDONO",8.30,4.24,0.00,4.92,22.55,55.25,0.00
"NO ABANDONO",2.66,10.59,0.00,5.72,20.24,60.77,0.00
"NO ABANDONO",22.36,1.24,0.00,0.00,18.16,55.71,2.51
"NO ABANDONO",16.38,0.00,0.00,0.00,9.67,63.44,10.50
"NO ABANDONO",12.13,0.00,0.00,5.84,11.14,69.63,1.24
"NO ABANDONO",8.09,0.00,0.00,5.93,16.25,63.57,6.13
"NO ABANDONO",7.05,0.00,0.00,5.13,18.68,63.74,5.37
"NO ABANDONO",6.08,0.00,0.00,0.00,15.63,69.38,8.89
"NO ABANDONO",4.87,0.00,0.00,2.10,27.25,63.63,2.11
"NO ABANDONO",7.50,0.00,0.00,3.65,29.84,58.99,0.00
"NO ABANDONO",8.03,0.00,0.00,2.16,9.95,72.02,7.81
"NO ABANDONO",11.01,0.00,0.00,2.63,6.77,75.86,3.70
"NO ABANDONO",10.82,0.00,0.00,0.00,20.02,62.82,6.32
"NO ABANDONO",20.56,0.00,0.00,0.00,13.45,65.97,0.00
"NO ABANDONO",30.46,0.00,38.20,0.00,22.72,0.00,2.42
"NO ABANDONO",25.62,3.38,0.00,1.85,46.34,19.15,0.00
"ABANDONO",0.00,46.04,0.00,15.73,35.12,0.00,3.08
"NO ABANDONO",10.55,0.00,21.77,3.52,45.98,0.00,4.14
"NO ABANDONO",68.66,0.00,31.33,0.00,0.00,0.00,0.00
"NO ABANDONO",17.07,0.00,0.00,2.39,56.84,21.29,2.39
"NO ABANDONO",3.75,0.00,0.00,4.33,32.05,59.85,0.00
"NO ABANDONO",6.02,1.07,59.62,0.00,33.27,0.00,0.00
"ABANDONO",30.33,58.61,0.00,0.00,9.43,0.00,1.61
"NO ABANDONO",2.70,0.00,39.75,7.78,33.10,0.00,3.74
"NO ABANDONO",15.16,0.00,67.41,0.00,14.10,0.00,3.30
"NO ABANDONO",20.41,0.00,0.00,0.00,14.09,65.49,0.00
"NO ABANDONO",9.29,0.00,62.26,0.00,24.58,0.00,3.85
"NO ABANDONO",12.55,0.00,0.00,0.00,21.42,64.61,1.40
"NO ABANDONO",23.05,0.00,0.00,0.00,37.17,39.77,0.00
"NO ABANDONO",28.11,1.54,0.00,0.00,25.79,44.54,0.00
"NO ABANDONO",23.23,0.00,0.00,0.00,36.82,39.94,0.00
"NO ABANDONO",8.61,0.00,67.18,1.71,18.04,0.00,4.43
"NO ABANDONO",44.82,1.31,34.48,1.15,16.61,0.00,0.00
"NO ABANDONO",26.85,0.00,60.64,2.58,2.81,0.00,7.10
"NO ABANDONO",25.62,11.18,41.54,13.93,6.09,0.00,0.00
"ABANDONO",0.00,65.43,2.56,1.80,26.73,0.00,3.46
"NO ABANDONO",44.05,7.43,5.72,0.00,20.85,0.00,0.00
"NO ABANDONO",26.89,0.00,0.00,0.00,21.02,46.99,0.00
"ABANDONO",0.00,3.00,34.44,40.80,21.73,0.00,0.00
"ABANDONO",0.00,23.13,40.31,22.19,14.36,0.00,0.00
"NO ABANDONO",58.10,0.00,27.10,5.21,9.57,0.00,0.00
"NO ABANDONO",6.00,3.94,0.00,4.44,25.39,59.06,0.00
"NO ABANDONO",19.98,10.71,38.50,2.72,26.28,0.00,0.00
"NO ABANDONO",57.11,0.00,24.14,12.97,5.77,0.00,0.00
"ABANDONO",7.51,72.07,5.79,0.00,7.57,0.00,7.04
"NO ABANDONO",12.33,0.00,0.00,2.18,3.08,73.46,8.92
"NO ABANDONO",14.90,0.00,0.00,7.68,11.22,66.17,0.00
"NO ABANDONO",41.48,0.00,37.46,0.00,3.86,0.00,6.50
"NO ABANDONO",15.89,0.00,61.85,7.63,9.24,0.00,5.36
"NO ABANDONO",30.84,0.00,32.66,12.66,22.19,0.00,0.00
"NO ABANDONO",21.93,0.00,5.20,5.73,67.13,0.00,0.00
"NO ABANDONO",25.82,0.00,58.33,0.00,8.11,0.00,7.72
"NO ABANDONO",30.59,0.00,0.00,9.16,21.34,35.42,3.47
"NO ABANDONO",37.91,0.00,45.60,0.00,16.48,0.00,0.00
"NO ABANDONO",13.67,3.05,0.00,3.97,4.02,75.26,0.00
"NO ABANDONO",9.70,0.00,0.00,3.42,13.85,67.47,5.54
"NO ABANDONO",50.73,2.14,29.69,1.68,10.51,0.00,5.21
"NO ABANDONO",29.02,0.00,39.55,0.00,7.16,0.00,24.25
"NO ABANDONO",23.51,0.00,0.00,1.44,38.48,34.40,2.15
"ABANDONO",19.19,62.53,0.00,8.29,9.97,0.00,0.00
"ABANDONO",35.63,55.96,0.00,1.06,5.38,0.00,1.95
"NO ABANDONO",6.25,0.00,0.00,1.27,37.93,54.52,0.00
"NO ABANDONO",7.80,0.00,0.00,0.00,39.85,42.22,10.11
"NO ABANDONO",8.50,0.00,0.00,0.00,38.68,46.23,6.56
"NO ABANDONO",3.20,1.86,0.00,2.48,25.89,55.65,10.89
"NO ABANDONO",4.14,0.00,0.00,0.00,37.28,51.85,6.71
"NO ABANDONO",4.22,0.00,0.00,1.50,34.75,55.39,4.12
"NO ABANDONO",10.64,0.00,0.00,0.00,24.07,62.21,3.07
"NO ABANDONO",2.32,0.00,0.00,4.53,10.75,75.82,6.56
"NO ABANDONO",7.53,0.00,0.00,0.00,22.17,70.28,0.00
"NO ABANDONO",7.75,0.00,0.00,6.82,10.95,69.49,4.97
"NO ABANDONO",12.78,0.00,0.00,0.00,30.30,56.91,0.00
"NO ABANDONO",29.78,0.00,0.00,0.00,11.12,55.06,0.00
"NO ABANDONO",14.89,1.35,18.78,4.23,3.38,51.06,1.41
"NO ABANDONO",29.38,0.00,0.00,2.12,5.69,62.79,0.00
"NO ABANDONO",9.89,2.03,33.93,3.21,23.06,6.82,0.00
"ABANDONO",0.00,49.92,0.00,24.35,17.85,7.86,0.00
"NO ABANDONO",3.12,0.00,0.00,11.84,2.60,82.42,0.00
"NO ABANDONO",35.80,1.56,47.38,0.00,15.24,0.00,0.00
"ABANDONO",0.00,75.44,0.00,12.52,12.03,0.00,0.00
"NO ABANDONO",11.80,0.00,0.00,0.00,44.15,39.82,4.21
"NO ABANDONO",18.52,0.00,0.00,0.00,26.32,55.15,0.00
"ABANDONO",0.00,66.35,0.00,9.51,15.18,0.00,3.26
"NO ABANDONO",48.93,0.00,0.00,11.26,23.39,14.96,0.00
"NO ABANDONO",14.19,2.34,39.94,12.66,30.85,0.00,0.00
"NO ABANDONO",12.84,0.00,0.00,0.00,31.76,50.32,3.76
"ABANDONO",0.00,40.13,16.61,4.81,31.81,0.00,2.61
"NO ABANDONO",18.09,0.00,0.00,2.88,24.41,44.19,5.50
"NO ABANDONO",28.60,0.00,0.00,0.00,33.38,38.01,0.00
"NO ABANDONO",6.70,2.96,60.43,2.31,27.58,0.00,0.00
"NO ABANDONO",6.50,1.56,57.28,0.00,25.07,0.00,0.00
"NO ABANDONO",6.67,2.22,65.54,0.00,23.97,0.00,0.00
"NO ABANDONO",48.19,0.00,34.06,0.00,17.73,0.00,0.00
"NO ABANDONO",9.18,0.00,0.00,0.00,27.91,62.90,0.00
"NO ABANDONO",12.30,0.00,0.00,0.00,18.03,68.28,1.37
"NO ABANDONO",11.88,0.00,0.00,1.36,24.39,60.09,2.26
"NO ABANDONO",6.34,0.00,0.00,1.56,43.52,48.56,0.00
"NO ABANDONO",8.58,0.00,0.00,0.00,21.01,70.40,0.00
"NO ABANDONO",27.91,4.52,0.00,0.00,8.37,54.61,4.57
"NO ABANDONO",11.04,2.65,0.00,0.00,15.80,70.50,0.00
"NO ABANDONO",9.18,0.00,0.00,0.00,30.59,60.22,0.00
"NO ABANDONO",5.26,0.00,0.00,4.07,20.95,67.71,1.98
"NO ABANDONO",10.42,0.00,0.00,0.00,26.19,63.38,0.00
"NO ABANDONO",11.88,0.00,0.00,1.45,22.51,60.62,3.52
"NO ABANDONO",8.44,0.00,60.93,0.00,30.61,0.00,0.00
"NO ABANDONO",13.02,0.00,0.00,5.15,30.93,50.87,0.00
"NO ABANDONO",23.38,0.00,0.00,0.00,76.61,0.00,0.00
"NO ABANDONO",12.55,0.00,0.00,0.00,26.75,60.69,0.00
"NO ABANDONO",10.34,0.00,66.82,0.00,21.54,0.00,1.28
"NO ABANDONO",3.16,0.00,0.00,8.08,27.82,56.42,4.49
"NO ABANDONO",19.95,0.00,0.00,0.00,44.81,23.20,0.00
"NO ABANDONO",100.00,0.00,0.00,0.00,0.00,0.00,0.00
"NO ABANDONO",14.72,2.97,0.00,2.76,33.12,43.88,2.52
"NO ABANDONO",26.77,0.00,33.93,0.00,39.28,0.00,0.00
"NO ABANDONO",23.85,0.00,0.00,0.00,22.26,53.88,0.00
"ABANDONO",0.00,74.63,6.29,10.02,9.04,0.00,0.00
"NO ABANDONO",30.33,0.00,43.92,0.00,23.43,0.00,2.30
"NO ABANDONO",16.39,0.00,0.00,0.00,17.68,65.91,0.00
"NO ABANDONO",35.33,0.00,46.79,0.00,15.73,0.00,2.14
"NO ABANDONO",20.48,0.00,44.97,0.00,12.37,0.00,0.00
"NO ABANDONO",1.63,0.00,0.00,6.89,23.67,65.94,1.84
"NO ABANDONO",5.10,0.00,0.00,1.28,14.13,79.48,0.00
"NO ABANDONO",9.77,0.00,0.00,0.00,27.59,59.86,2.76
"NO ABANDONO",12.03,0.00,53.25,0.00,30.00,0.00,0.00
"NO ABANDONO",23.60,0.00,0.00,0.00,18.51,56.42,1.45
"NO ABANDONO",13.54,0.00,54.98,1.20,28.28,0.00,1.98
"NO ABANDONO",28.41,0.00,56.52,0.00,15.05,0.00,0.00
"NO ABANDONO",7.46,6.07,0.00,14.17,32.09,0.00,0.00
"NO ABANDONO",6.67,0.00,61.37,0.00,22.96,0.00,4.31
"NO ABANDONO",15.76,0.00,54.00,10.45,18.56,0.00,0.00
"NO ABANDONO",7.02,0.00,0.00,5.64,19.42,66.61,0.00
"NO ABANDONO",13.34,0.00,0.00,0.00,31.17,53.37,2.10
"NO ABANDONO",2.00,11.54,51.76,6.04,23.15,0.00,2.21
"NO ABANDONO",18.54,0.00,0.00,0.00,15.91,61.26,4.27
"NO ABANDONO",10.52,0.00,0.00,0.00,5.78,76.22,7.47
"NO ABANDONO",15.10,0.00,0.00,0.00,8.40,71.24,5.25
"NO ABANDONO",48.53,0.00,40.71,1.33,7.11,0.00,2.30
"NO ABANDONO",27.98,0.00,0.00,0.00,15.74,56.26,0.00
"NO ABANDONO",11.81,0.00,0.00,0.00,10.07,73.45,4.65
"NO ABANDONO",4.30,0.00,0.00,2.20,14.74,78.74,0.00
"NO ABANDONO",4.90,0.00,0.00,2.32,14.28,78.49,0.00
"NO ABANDONO",10.49,0.00,0.00,0.00,32.41,47.29,5.24
"NO ABANDONO",55.41,0.00,0.00,0.00,0.00,22.37,11.48
"NO ABANDONO",17.11,0.00,57.18,0.00,25.69,0.00,0.00
"NO ABANDONO",60.00,0.00,22.99,6.00,11.00,0.00,0.00
"NO ABANDONO",19.40,7.74,0.00,0.00,16.40,48.96,7.48
"NO ABANDONO",9.19,0.00,0.00,5.72,28.08,56.99,0.00
"NO ABANDONO",1.78,0.00,0.00,8.65,9.55,78.68,1.31
"NO ABANDONO",14.03,0.00,0.00,0.00,20.59,62.92,0.00
"NO ABANDONO",12.24,0.00,0.00,0.00,26.95,60.80,0.00
"NO ABANDONO",8.20,0.00,0.00,8.05,25.69,58.04,0.00
"NO ABANDONO",10.37,0.00,0.00,6.58,26.09,56.93,0.00
"NO ABANDONO",28.96,0.00,45.62,0.00,25.40,0.00,0.00
"NO ABANDONO",30.06,0.00,53.23,0.00,9.52,0.00,0.00
"NO ABANDONO",23.60,0.00,0.00,0.00,29.38,45.00,0.00
"NO ABANDONO",10.73,0.00,59.59,2.30,25.41,0.00,1.95
"NO ABANDONO",6.75,0.00,0.00,2.94,27.29,63.00,0.00
"NO ABANDONO",22.15,3.04,0.00,0.00,26.95,43.85,3.99
"NO ABANDONO",11.51,0.00,0.00,4.18,22.33,61.96,0.00
"NO ABANDONO",8.92,0.00,0.00,2.87,29.73,54.27,4.18
"NO ABANDONO",14.12,0.00,0.00,1.97,18.52,63.04,2.33
"NO ABANDONO",6.08,0.00,0.00,7.98,28.57,57.35,0.00
"NO ABANDONO",9.57,0.00,0.00,0.00,23.17,59.23,8.00
"NO ABANDONO",8.76,0.00,0.00,2.99,20.36,61.80,6.07
"NO ABANDONO",13.72,0.00,0.00,2.89,15.99,65.66,1.71
"NO ABANDONO",10.19,1.46,0.00,0.00,18.06,66.39,3.87
"NO ABANDONO",5.38,0.00,0.00,0.00,12.98,56.50,13.99
"ABANDONO",13.60,64.07,0.00,5.01,7.68,7.56,2.05
"ABANDONO",0.00,56.56,0.00,17.00,19.70,0.00,0.00
"ABANDONO",0.00,32.72,0.00,25.58,22.11,13.64,5.92
"NO ABANDONO",5.87,0.00,0.00,0.00,20.95,62.03,11.14
"NO ABANDONO",10.55,21.12,50.28,4.39,13.63,0.00,0.00
"NO ABANDONO",0.00,0.00,0.00,0.00,7.12,85.22,7.64
"ABANDONO",0.00,37.85,0.00,21.10,19.45,15.46,6.11
"ABANDONO",0.00,60.51,5.25,24.28,7.57,0.00,0.00
"NO ABANDONO",7.42,0.00,0.00,0.00,28.62,55.72,8.23
"ABANDONO",3.57,26.20,0.00,44.91,14.90,6.53,3.87
"ABANDONO",2.84,45.37,14.19,12.28,21.10,0.00,4.19
"ABANDONO",23.66,57.89,0.00,0.00,10.85,5.30,2.27
"ABANDONO",15.12,39.96,0.00,34.99,9.90,0.00,0.00
"ABANDONO",35.79,62.18,0.00,0.00,2.02,0.00,0.00
"ABANDONO",15.45,1.61,0.00,55.37,19.77,0.00,1.36
"NO ABANDONO",15.92,0.00,52.82,3.45,24.32,1.85,1.61
"NO ABANDONO",14.82,0.00,0.00,0.00,16.47,66.98,1.71
"NO ABANDONO",12.38,0.00,0.00,0.00,21.58,62.34,3.68
"NO ABANDONO",5.58,0.00,0.00,5.82,26.79,60.48,1.31
"NO ABANDONO",11.00,6.28,0.00,2.39,25.49,54.81,0.00
"NO ABANDONO",14.83,0.00,62.63,3.22,19.30,0.00,0.00
"NO ABANDONO",8.88,0.00,0.00,2.33,28.34,55.52,4.91
"NO ABANDONO",29.64,5.44,0.00,0.00,5.73,59.17,0.00
"NO ABANDONO",11.22,0.00,0.00,4.22,26.74,57.80,0.00
"NO ABANDONO",22.03,0.00,59.19,0.00,16.90,0.00,1.87
"NO ABANDONO",10.26,0.00,0.00,4.48,20.62,64.62,0.00
"NO ABANDONO",16.98,0.00,0.00,0.00,20.31,58.41,4.28
"NO ABANDONO",10.39,0.00,0.00,1.50,16.84,66.72,4.52
"NO ABANDONO",9.46,0.00,0.00,5.31,34.22,43.07,1.40
"NO ABANDONO",9.88,0.00,0.00,2.27,27.58,56.94,3.31
"NO ABANDONO",13.35,1.28,0.00,0.00,13.56,69.34,2.46
"NO ABANDONO",16.86,0.00,0.00,0.00,12.17,66.34,4.62
"NO ABANDONO",13.56,0.00,0.00,8.17,16.01,62.24,0.00
"NO ABANDONO",10.70,0.00,0.00,0.00,36.42,52.86,0.00
"NO ABANDONO",76.48,0.00,0.00,0.00,19.12,0.00,4.39
"NO ABANDONO",33.52,0.00,38.41,0.00,21.32,0.00,6.72
"NO ABANDONO",19.29,0.00,0.00,0.00,20.42,60.28,0.00
"NO ABANDONO",11.86,0.00,65.17,0.00,14.90,0.00,8.05
"NO ABANDONO",10.06,0.00,55.05,0.00,34.88,0.00,0.00
"NO ABANDONO",79.68,0.00,0.00,6.89,13.41,0.00,0.00
"NO ABANDONO",24.51,11.82,48.28,0.00,15.38,0.00,0.00
"NO ABANDONO",14.55,11.65,42.69,6.98,21.14,0.00,2.96
"NO ABANDONO",9.40,17.98,50.52,6.16,15.91,0.00,0.00
"NO ABANDONO",14.80,2.82,59.74,0.00,22.62,0.00,0.00
"NO ABANDONO",21.50,0.00,0.00,1.16,27.33,48.58,1.40
"NO ABANDONO",2.53,0.00,0.00,6.83,16.67,70.97,2.99
"NO ABANDONO",2.51,0.00,0.00,8.10,20.22,69.15,0.00
"NO ABANDONO",3.01,0.00,0.00,6.01,18.59,72.37,0.00
"NO ABANDONO",0.00,0.00,0.00,4.40,23.44,63.42,3.73
"NO ABANDONO",7.42,0.00,0.00,5.04,22.12,65.40,0.00
"NO ABANDONO",4.01,0.00,66.70,0.00,29.27,0.00,0.00
"NO ABANDONO",13.89,0.00,62.75,2.14,21.20,0.00,0.00
"NO ABANDONO",26.53,0.00,0.00,4.76,19.35,49.34,0.00
"NO ABANDONO",14.45,0.00,0.00,0.00,19.37,66.17,0.00
"NO ABANDONO",3.37,0.00,0.00,5.38,8.96,82.27,0.00
"NO ABANDONO",13.84,0.00,0.00,0.00,36.91,49.23,0.00
"NO ABANDONO",34.44,0.00,0.00,0.00,17.07,48.48,0.00
"NO ABANDONO",42.88,0.00,41.97,0.00,13.86,0.00,1.27
"NO ABANDONO",51.40,0.00,37.31,0.00,11.27,0.00,0.00
"NO ABANDONO",62.50,0.00,14.85,6.31,16.32,0.00,0.00
"NO ABANDONO",50.15,0.00,13.04,0.00,36.79,0.00,0.00
"NO ABANDONO",24.67,0.00,40.98,0.00,19.09,0.00,0.00
"NO ABANDONO",9.21,0.00,0.00,2.23,14.00,72.12,1.28
"NO ABANDONO",8.12,0.00,0.00,0.00,20.92,62.64,8.31
"NO ABANDONO",12.61,0.00,46.21,2.28,38.88,0.00,0.00
"NO ABANDONO",36.15,0.00,38.50,5.85,19.48,0.00,0.00
"NO ABANDONO",21.47,3.05,39.99,7.09,26.75,0.00,1.62
"NO ABANDONO",25.86,0.00,42.48,0.00,16.55,0.00,0.00
"NO ABANDONO",26.92,0.00,29.49,2.68,40.89,0.00,0.00
"NO ABANDONO",51.85,0.00,1.53,21.59,25.01,0.00,0.00
"NO ABANDONO",34.54,0.00,42.04,6.35,17.05,0.00,0.00
"NO ABANDONO",59.99,0.00,31.85,4.47,3.67,0.00,0.00
"NO ABANDONO",4.37,0.00,0.00,3.89,28.95,60.03,2.73
"NO ABANDONO",16.00,0.00,0.00,12.06,71.93,0.00,0.00
"NO ABANDONO",21.40,0.00,66.32,1.25,11.00,0.00,0.00
"NO ABANDONO",9.43,0.00,0.00,0.00,18.86,68.37,3.32
"NO ABANDONO",3.30,0.00,0.00,7.20,27.26,62.22,0.00
"NO ABANDONO",20.68,8.50,42.19,2.95,23.11,0.00,0.00
"NO ABANDONO",4.72,0.00,44.87,6.59,16.01,27.79,0.00
"NO ABANDONO",5.61,0.00,0.00,6.31,17.83,67.88,2.34
"NO ABANDONO",5.20,2.52,0.00,12.27,24.80,55.18,0.00
"NO ABANDONO",8.07,0.00,0.00,0.00,38.84,50.35,2.71
"NO ABANDONO",15.11,2.17,45.64,23.92,13.13,0.00,0.00
"ABANDONO",0.00,28.20,44.69,17.96,9.12,0.00,0.00
"NO ABANDONO",13.02,0.00,43.71,9.15,34.10,0.00,0.00
"ABANDONO",3.51,4.05,47.26,6.61,36.83,0.00,0.00
"NO ABANDONO",13.41,0.00,0.00,0.00,44.57,38.10,3.90
"NO ABANDONO",13.41,0.00,0.00,0.00,44.57,38.10,3.90
"NO ABANDONO",46.26,0.00,0.00,0.00,23.26,30.46,0.00
"NO ABANDONO",4.33,0.00,65.33,0.00,17.87,0.00,1.53
"NO ABANDONO",27.02,0.00,54.61,0.00,18.35,0.00,0.00
"NO ABANDONO",14.67,0.00,0.00,0.00,11.80,65.44,8.07
"NO ABANDONO",31.80,0.00,42.95,0.00,21.16,0.00,4.07
"NO ABANDONO",10.10,0.00,49.25,0.00,31.94,0.00,8.69
"NO ABANDONO",22.65,0.00,25.69,0.00,21.70,28.34,1.60
"NO ABANDONO",5.14,0.00,0.00,0.00,31.36,58.80,4.68
"NO ABANDONO",12.33,0.00,0.00,0.00,37.32,49.06,1.28
"NO ABANDONO",60.66,0.00,35.48,1.09,2.75,0.00,0.00
"NO ABANDONO",13.37,22.53,51.19,1.32,10.21,0.00,1.36
"NO ABANDONO",28.72,0.00,0.00,0.00,61.80,0.00,9.46
"NO ABANDONO",31.34,0.00,0.00,0.00,9.85,57.65,1.13
"NO ABANDONO",12.88,0.00,0.00,1.22,22.84,61.59,1.44
