"fot_codigo","POR_CULT","POR_CIELO","POR_PAISAJE","PAN_DET","HERBACEO O LENOSO","AB_REV"
"1968587",33.39,18.27,6.19,"Panorámica","H",0
"1968589",58.00,23.17,4.24,"Panorámica","H",0
"1968591",21.80,28.16,1.11,"Panorámica","H",0
"1968592",79.87,18.24,0.00,"Panorámica","H",0
"1968594",70.74,26.33,1.80,"Panorámica","H",0
"1968595",13.68,12.32,1.97,"Panorámica","H",0
"1968596",29.40,12.49,0.00,"Panorámica","H",0
"1968597",46.73,29.09,2.49,"Panorámica","H",0
"1968598",61.93,34.12,2.35,"Panorámica","H",0
"1968599",18.38,35.89,0.00,"Panorámica","H",0
"1968600",38.09,23.89,0.00,"Panorámica","H",0
"1968601",17.94,12.91,0.00,"Panorámica","H",0
"1968602",44.96,9.83,4.38,"Panorámica","H",0
"1968623",68.99,8.18,0.00,"Detalle","H",0
"1968624",45.08,14.85,0.00,"Panorámica","H",0
"1968625",57.88,7.12,0.00,"Panorámica","H",0
"1968627",66.30,8.07,1.92,"Detalle","H",0
"1968628",36.31,26.73,0.00,"Panorámica","H",0
"1968629",71.16,19.02,2.71,"Panorámica","H",0
"1968630",59.60,34.11,0.00,"Panorámica","H",0
"1968631",74.04,12.01,3.39,"Panorámica","H",0
"1968632",66.50,23.76,2.75,"Panorámica","H",0
"1968633",75.02,4.60,0.00,"Detalle","H",0
"1968635",36.17,18.08,0.00,"Panorámica","H",0
"1968636",67.67,8.29,0.00,"Detalle","H",0
"1968638",98.57,0.00,0.00,"Detalle","H",0
"1968639",62.05,12.29,0.00,"Panorámica","H",0
"1968649",47.74,18.42,2.31,"Panorámica","H",0
"1968650",42.80,38.97,0.00,"Panorámica","H",0
"1968651",48.48,14.60,3.96,"Panorámica","H",0
"1968653",43.30,1.61,0.00,"Panorámica","H",0
"1968655",85.28,11.84,0.00,"Detalle","H",0
"1968656",34.34,18.37,0.00,"Panorámica","H",0
"1968661",65.30,24.27,0.00,"Panorámica","H",0
"1968662",31.06,42.36,3.10,"Panorámica","H",0
"1968663",55.76,24.07,0.00,"Panorámica","H",0
"1968664",59.53,33.20,1.03,"Panorámica","H",0
"1968667",33.16,28.68,0.00,"Panorámica","H",0
"1968676",59.01,32.27,1.19,"Panorámica","H",0
"1968677",23.87,29.84,2.47,"Panorámica","H",0
"1968678",30.93,19.60,0.00,"Panorámica","H",0
"1968679",52.33,3.19,0.00,"Detalle","H",0
"1968680",33.35,22.31,1.64,"Panorámica","H",0
"1968681",59.93,32.22,4.28,"Panorámica","H",0
"1968682",47.43,31.20,0.00,"Panorámica","H",0
"1968683",53.29,39.42,5.42,"Panorámica","H",0
"1968685",43.35,27.82,0.00,"Panorámica","H",0
"1968686",64.97,22.83,0.00,"Detalle","H",0
"1968687",33.81,37.46,0.00,"Panorámica","H",0
"1968689",39.91,18.89,3.88,"Panorámica","H",0
"1968690",66.49,26.55,0.00,"Panorámica","H",0
"1968691",47.96,22.66,5.01,"Detalle","H",0
"1968692",45.38,37.45,3.89,"Panorámica","H",0
"1968694",37.43,32.05,2.46,"Panorámica","H",0
"1968695",64.15,19.94,0.00,"Detalle","H",0
"1968697",47.45,28.02,0.00,"Panorámica","H",0
"1968701",74.95,18.58,0.00,"Panorámica","H",0
"1968708",30.73,38.84,0.00,"Panorámica","H",0
"1968710",54.95,22.27,1.87,"Panorámica","H",0
"1968715",63.81,15.22,0.00,"Detalle","H",0
"1968716",46.76,27.89,0.00,"Panorámica","H",0
"1968721",52.47,26.99,1.37,"Panorámica","H",0
"1968722",16.95,24.33,1.25,"Panorámica","H",0
"1968724",56.02,16.08,0.00,"Panorámica","H",0
"1968725",51.86,26.96,0.00,"Panorámica","H",0
"1968726",65.85,28.16,0.00,"Panorámica","H",0
"1968727",50.63,35.66,0.00,"Panorámica","H",0
"1968729",33.99,35.35,0.00,"Panorámica","H",0
"1968730",37.26,19.57,2.31,"Panorámica","H",0
"1968731",72.10,25.73,0.00,"Detalle","H",0
"1968735",61.41,30.40,0.00,"Panorámica","H",0
"1968736",14.60,42.34,4.18,"Panorámica","H",0
"1968737",42.07,49.09,0.00,"Panorámica","H",0
"1968750",44.12,27.98,1.14,"Panorámica","H",0
"1968752",47.10,26.58,0.00,"Panorámica","H",0
"1968754",21.51,29.04,3.26,"Panorámica","H",0
"1968755",38.07,33.34,0.00,"Panorámica","H",0
"1968764",46.89,25.70,1.08,"Panorámica","H",0
"1968765",63.46,24.11,1.70,"Panorámica","H",0
"1968773",64.11,15.41,0.00,"Panorámica","H",0
"1968784",27.43,17.91,4.84,"Panorámica","H",0
"1968785",40.99,10.44,0.00,"Panorámica","H",0
"1968786",50.69,14.96,0.00,"Panorámica","H",0
"1968787",53.86,2.91,0.00,"Detalle","H",0
"1968788",46.98,15.01,0.00,"Panorámica","H",0
"1968789",16.77,27.84,0.00,"Panorámica","H",0
"1968790",22.04,13.72,0.00,"Panorámica","H",0
"1968791",31.53,5.49,0.00,"Panorámica","H",0
"1968792",31.99,16.02,0.00,"Panorámica","H",0
"1968793",49.60,7.29,4.80,"Panorámica","H",0
"1968794",42.40,14.34,0.00,"Panorámica","H",0
"1968798",30.51,16.23,0.00,"Panorámica","H",0
"1968799",27.86,28.05,0.00,"Panorámica","H",0
"1968800",35.18,14.31,0.00,"Panorámica","H",0
"1968801",34.24,16.01,0.00,"Panorámica","H",0
"1968806",15.23,28.14,1.97,"Panorámica","H",0
"1968815",50.91,28.08,0.00,"Panorámica","H",0
"1968816",40.97,42.91,0.00,"Panorámica","H",0
"1968818",19.14,29.79,0.00,"Panorámica","H",0
"1968819",48.01,25.89,0.00,"Panorámica","H",0
"1968820",67.12,27.16,4.03,"Panorámica","H",0
"1968821",18.42,25.06,0.00,"Panorámica","H",0
"1968822",69.22,9.83,3.82,"Panorámica","H",0
"1968823",59.17,23.46,1.30,"Panorámica","H",0
"1968824",48.98,20.68,3.63,"Panorámica","H",0
"1968825",40.54,17.57,7.56,"Panorámica","H",0
"1968826",8.30,24.11,2.40,"Panorámica","H",0
"1968832",16.75,29.39,0.00,"Panorámica","H",0
"1968837",53.57,10.52,0.00,"Panorámica","H",0
"1968838",52.25,22.95,0.00,"Panorámica","H",0
"1968843",78.69,16.60,2.67,"Panorámica","H",0
"1968847",57.45,33.38,1.73,"Panorámica","H",0
"1968849",50.54,19.51,5.48,"Panorámica","H",0
"1968851",49.10,28.75,1.89,"Panorámica","H",0
"1968852",71.93,19.78,6.00,"Panorámica","H",0
"1968853",29.33,19.57,0.00,"Panorámica","H",0
"1968854",56.40,34.87,3.10,"Panorámica","H",0
"1968855",26.83,20.20,0.00,"Panorámica","H",0
"1968856",70.67,20.15,7.29,"Panorámica","H",0
"1968857",48.15,23.16,1.08,"Panorámica","H",0
"1968861",54.55,19.74,7.14,"Panorámica","H",0
"1968862",45.29,34.67,0.00,"Panorámica","H",0
"1968863",67.06,20.75,3.70,"Panorámica","H",0
"1968864",57.97,33.68,6.36,"Detalle","H",0
"1968865",39.65,23.50,5.23,"Panorámica","H",0
"1968866",31.78,47.41,1.93,"Panorámica","H",0
"1968867",44.08,31.16,2.47,"Panorámica","H",0
"1968868",59.10,32.74,4.34,"Panorámica","H",0
"1968869",61.82,22.05,3.92,"Detalle","H",0
"1968870",66.25,13.37,14.47,"Panorámica","H",0
"1968871",48.32,36.99,1.44,"Detalle","H",0
"1968873",34.35,33.44,0.00,"Panorámica","H",0
"1968874",52.20,32.04,4.26,"Panorámica","H",0
"1968875",46.93,18.93,2.33,"Panorámica","H",0
"1968876",45.12,23.97,4.67,"Panorámica","H",0
"1968877",54.71,27.56,1.06,"Detalle","H",0
"1968878",69.02,15.53,5.38,"Panorámica","H",0
"1968879",32.29,15.69,4.12,"Panorámica","H",0
"1968880",39.21,20.00,1.52,"Panorámica","H",0
"1968881",23.49,50.86,0.00,"Panorámica","H",0
"1968882",44.02,20.88,0.00,"Panorámica","H",0
"1968883",51.86,12.58,0.00,"Panorámica","H",0
"1968884",69.97,17.06,1.74,"Panorámica","H",0
"1968885",27.61,20.71,0.00,"Panorámica","H",0
"1968886",48.76,11.79,0.00,"Panorámica","H",0
"1968887",45.41,11.94,0.00,"Panorámica","H",0
"1968888",42.94,22.94,0.00,"Panorámica","H",0
"1968889",50.52,28.16,1.33,"Panorámica","H",0
"1968890",65.06,13.11,3.80,"Panorámica","H",0
"1968891",55.64,21.64,0.00,"Panorámica","H",0
"1968892",70.41,7.40,3.49,"Panorámica","H",0
"1968893",58.56,15.94,4.83,"Panorámica","H",0
"1968899",71.83,18.28,4.46,"Panorámica","H",0
"1968900",29.17,23.87,0.00,"Panorámica","H",0
"1968901",41.73,24.93,0.00,"Panorámica","H",0
"1968902",68.77,26.26,3.14,"Panorámica","H",0
"1968904",23.34,28.14,0.00,"Panorámica","H",0
"1968906",28.13,33.57,1.36,"Panorámica","H",0
"1968923",45.35,40.23,3.84,"Panorámica","H",0
"1968924",18.09,40.13,0.00,"Panorámica","H",0
"1968928",87.32,0.00,0.00,"Detalle","H",0
"1968929",49.47,20.97,0.00,"Panorámica","H",0
"1968930",60.81,19.85,0.00,"Panorámica","H",0
"1968931",60.73,32.92,0.00,"Panorámica","H",0
"1968932",51.35,25.59,0.00,"Panorámica","H",0
"1968940",21.50,41.92,1.88,"Panorámica","H",0
"1968941",42.84,2.41,0.00,"Detalle","H",0
"1968943",70.65,22.82,0.00,"Panorámica","H",0
"1968967",32.77,2.37,4.77,"Panorámica","H",0
"1968968",24.04,20.50,0.00,"Panorámica","H",0
"1968971",63.14,3.71,0.00,"Detalle","H",0
"1968972",50.04,24.42,0.00,"Panorámica","H",0
"1968975",33.90,28.18,0.00,"Panorámica","H",0
"1968977",66.78,1.17,0.00,"Detalle","H",0
"1968978",49.03,28.91,1.21,"Panorámica","H",0
"1968981",47.89,8.55,0.00,"Panorámica","H",0
"1968982",59.97,23.09,4.15,"Panorámica","H",0
"1968995",48.72,11.60,1.89,"Panorámica","H",0
"1968996",51.88,13.33,0.00,"Panorámica","H",0
"1969000",61.91,9.62,0.00,"Detalle","H",0
"1969001",59.35,14.25,0.00,"Detalle","H",0
"1969004",65.81,8.82,0.00,"Detalle","H",0
"1969005",53.95,16.50,0.00,"Panorámica","H",0
"1969006",20.89,25.44,2.78,"Panorámica","H",0
"1969007",49.27,23.34,1.88,"Panorámica","H",0
"1969008",27.16,12.86,5.55,"Panorámica","H",0
"1969009",42.12,25.19,0.00,"Panorámica","H",0
"1969016",53.86,20.70,1.26,"Panorámica","H",0
"1969019",43.76,22.45,0.00,"Panorámica","H",0
"1969022",44.68,20.10,0.00,"Panorámica","H",0
"1969023",64.94,12.99,0.00,"Panorámica","H",0
"1969024",36.41,40.83,0.00,"Panorámica","H",0
"1969025",39.54,11.29,1.27,"Panorámica","H",0
"1969028",37.11,33.61,3.14,"Panorámica","H",0
"1969029",77.33,13.83,5.00,"Panorámica","H",0
"1969034",39.57,29.11,0.00,"Panorámica","H",0
"1969035",70.26,27.24,0.00,"Panorámica","H",0
"1969038",38.85,23.55,1.14,"Panorámica","H",0
"1969051",45.13,21.13,1.88,"Panorámica","H",0
"1969052",43.62,36.94,0.00,"Panorámica","H",0
"1969061",51.92,14.48,8.68,"Panorámica","H",0
"1969104",35.39,28.11,3.96,"Panorámica","H",0
"1969105",45.03,27.62,0.00,"Panorámica","H",0
"1969106",75.74,20.28,2.18,"Panorámica","H",0
"1969107",26.30,27.21,3.79,"Panorámica","H",0
"1969108",36.08,47.78,2.20,"Panorámica","H",0
"1969109",71.68,21.25,5.16,"Panorámica","H",0
"1969111",78.41,10.81,8.21,"Panorámica","H",0
"1969117",38.80,17.09,4.37,"Panorámica","H",0
"1969122",37.67,17.53,0.00,"Panorámica","H",0
"1969148",70.45,10.77,0.00,"Panorámica","H",0
"1969149",66.57,2.16,0.00,"Panorámica","H",0
"1985910",35.32,10.39,0.00,"Panorámica","H",0
"1985949",35.17,25.93,1.36,"Panorámica","H",0
"1985951",33.14,17.42,0.00,"Panorámica","H",0
"1985967",17.66,23.11,0.00,"Panorámica","H",0
"1985968",22.19,15.34,0.00,"Panorámica","H",0
"1985995",53.62,15.89,0.00,"Panorámica","H",0
"1985996",43.92,29.81,0.00,"Panorámica","H",0
"1986015",29.34,18.59,0.00,"Panorámica","H",0
"1986016",25.23,27.15,0.00,"Panorámica","H",0
"1986041",40.14,10.05,0.00,"Panorámica","H",0
"1986042",15.05,19.16,1.64,"Panorámica","H",0
"1986046",21.90,14.69,0.00,"Panorámica","H",0
"1986053",37.29,3.21,0.00,"Panorámica","H",0
"1986066",21.09,17.72,0.00,"Panorámica","H",0
"1986067",32.58,16.32,0.00,"Panorámica","H",0
"1986068",41.82,13.58,0.00,"Panorámica","H",0
"1986069",52.02,6.20,0.00,"Detalle","H",0
"1986070",19.99,24.47,2.66,"Panorámica","H",0
"1986071",32.64,17.92,0.00,"Panorámica","H",0
"1986080",48.12,23.34,0.00,"Panorámica","H",0
"1986081",13.93,35.31,0.00,"Panorámica","H",0
"1986082",41.50,19.43,0.00,"Panorámica","H",0
"1986089",13.33,26.04,0.00,"Panorámica","H",0
"1986091",18.95,36.89,0.00,"Panorámica","H",0
"1986118",31.82,31.67,5.58,"Panorámica","H",0
"1986119",20.96,33.30,0.00,"Panorámica","H",0
"1986120",45.28,27.42,0.00,"Panorámica","H",0
"1986121",60.59,17.76,0.00,"Panorámica","H",0
"1986123",24.87,22.89,0.00,"Panorámica","H",0
"1986128",20.73,36.10,1.45,"Panorámica","H",0
"1986146",41.90,16.09,1.70,"Panorámica","H",0
"1986152",46.59,22.49,0.00,"Panorámica","H",0
"1986166",56.22,14.31,1.31,"Panorámica","H",0
"1986168",24.55,5.04,2.68,"Panorámica","H",0
"1986169",39.25,4.82,11.47,"Panorámica","H",0
"1986173",35.77,8.83,1.16,"Panorámica","H",0
"1986204",28.94,23.15,8.66,"Panorámica","H",0
"1986206",43.83,18.32,0.00,"Panorámica","H",0
"1986209",38.76,27.37,3.44,"Panorámica","H",0
"1986213",31.77,12.89,0.00,"Panorámica","H",0
"1986240",65.32,28.80,1.23,"Panorámica","H",0
"1986248",14.71,34.16,10.04,"Panorámica","H",0
"1986249",21.26,24.97,0.00,"Panorámica","H",0
"1986250",15.07,32.14,11.75,"Panorámica","H",0
"1986268",33.39,30.99,0.00,"Panorámica","H",0
"1986269",24.95,21.24,0.00,"Panorámica","H",0
"1986270",47.98,21.68,1.87,"Panorámica","H",0
"1986291",37.69,24.24,0.00,"Panorámica","H",0
"1986294",10.41,9.38,13.44,"Panorámica","H",0
"1986296",11.94,0.00,8.95,"Panorámica","H",0
"1986297",32.29,5.28,21.05,"Panorámica","H",0
"1986302",35.09,11.86,0.00,"Panorámica","H",0
"1986304",22.60,28.95,3.46,"Panorámica","H",0
"1986305",16.34,29.87,3.66,"Panorámica","H",0
"1986325",33.04,4.66,0.00,"Panorámica","H",0
"1986326",54.35,3.15,0.00,"Panorámica","H",0
"1986327",52.36,19.30,0.00,"Panorámica","H",0
"1986328",37.70,13.17,0.00,"Panorámica","H",0
"1986329",83.13,0.00,0.00,"Detalle","H",0
"1986330",83.03,1.07,0.00,"Detalle","H",0
"1986331",45.78,12.11,0.00,"Panorámica","H",0
"1986332",53.37,13.23,7.35,"Panorámica","H",0
"1986333",26.41,27.48,0.00,"Panorámica","H",0
"1986338",17.74,29.10,2.63,"Panorámica","H",0
"1986351",35.50,10.30,0.00,"Panorámica","H",0
"1986358",45.15,0.00,2.39,"Panorámica","H",0
"1986360",46.09,20.87,4.93,"Panorámica","H",0
"1986362",14.87,20.78,3.79,"Panorámica","H",0
"1986364",20.52,8.10,4.76,"Panorámica","H",0
"1986366",20.13,5.18,6.01,"Panorámica","H",0
"1986368",28.44,22.65,5.65,"Panorámica","H",0
"1986392",18.78,15.17,0.00,"Panorámica","H",0
"1986413",13.64,5.66,1.11,"Panorámica","H",0
"1986415",57.96,14.76,1.49,"Panorámica","H",0
"1986416",42.43,18.18,0.00,"Panorámica","H",0
"1986418",48.61,13.17,0.00,"Panorámica","H",0
"1986425",20.17,30.64,0.00,"Panorámica","H",0
"1986431",46.42,24.70,0.00,"Panorámica","H",0
"1986442",21.18,10.58,9.41,"Panorámica","H",0
"1986456",57.95,15.90,0.00,"Panorámica","H",0
"1986469",30.06,24.31,3.94,"Panorámica","H",0
"1986512",47.24,18.58,0.00,"Panorámica","H",0
"1986546",35.00,25.39,1.04,"Panorámica","H",0
"1986556",19.07,39.23,1.25,"Panorámica","H",0
"1986569",63.02,1.34,1.20,"Detalle","H",0
"1986575",21.85,22.14,0.00,"Panorámica","H",0
"1986591",24.29,27.45,1.04,"Panorámica","H",0
"1986654",21.67,26.03,0.00,"Panorámica","H",0
"1986655",45.65,11.94,0.00,"Panorámica","H",0
"1986656",22.66,3.61,0.00,"Detalle","H",0
"1986684",68.88,10.87,0.00,"Detalle","H",0
"1986687",53.92,23.29,0.00,"Detalle","H",0
"1986708",45.84,21.31,0.00,"Panorámica","H",0
"1986709",65.87,20.11,1.85,"Panorámica","H",0
"1986739",52.88,4.23,0.00,"Detalle","H",0
"1986763",14.67,35.30,0.00,"Panorámica","H",0
"1986826",9.50,30.45,0.00,"Panorámica","H",0
"1986827",27.60,7.05,4.33,"Panorámica","H",0
"1986831",41.31,30.51,0.00,"Panorámica","H",0
"1986832",59.86,9.97,0.00,"Panorámica","H",0
"1986834",63.80,13.75,0.00,"Panorámica","H",0
"1986841",43.12,15.41,2.72,"Panorámica","H",0
"1986864",34.80,27.97,0.00,"Panorámica","H",0
"1986865",55.00,30.29,0.00,"Panorámica","H",0
"1986866",56.43,14.72,0.00,"Panorámica","H",0
"1986878",7.15,9.46,0.00,"Panorámica","H",0
"1986893",46.94,20.53,0.00,"Panorámica","H",0
"1986949",23.71,22.99,0.00,"Panorámica","H",0
"1986984",63.63,7.21,0.00,"Panorámica","H",0
"1987016",22.97,38.73,2.02,"Panorámica","H",0
"1987017",58.61,17.28,0.00,"Panorámica","H",0
"1987018",63.68,15.70,1.08,"Panorámica","H",0
"1987020",59.74,20.38,1.13,"Panorámica","H",0
"1987021",57.52,18.82,0.00,"Panorámica","H",0
"1987022",51.89,24.04,3.36,"Panorámica","H",0
"1987030",44.89,18.74,0.00,"Panorámica","H",0
"1987038",28.99,28.94,0.00,"Panorámica","H",0
"1987039",56.70,14.61,0.00,"Panorámica","H",0
"1987046",37.86,27.95,0.00,"Panorámica","H",0
"1987047",58.67,19.01,0.00,"Panorámica","H",0
"1987053",36.89,23.25,0.00,"Panorámica","H",0
"1987073",38.05,20.07,0.00,"Panorámica","H",0
"1987077",64.14,16.60,0.00,"Panorámica","H",0
"1987078",63.67,16.55,0.00,"Panorámica","H",0
"1987080",77.58,9.08,0.00,"Detalle","H",0
"1987122",64.10,13.11,1.69,"Panorámica","H",0
"1987130",99.43,0.00,0.00,"Detalle","H",0
"1987153",42.83,23.90,0.00,"Panorámica","H",0
"1987156",33.61,34.58,4.74,"Panorámica","H",0
"1987157",22.91,39.28,0.00,"Panorámica","H",0
"1987158",11.69,9.57,1.56,"Panorámica","H",0
"1987160",26.45,23.19,0.00,"Panorámica","H",0
"1987161",23.29,35.73,0.00,"Panorámica","H",0
"1987182",25.60,10.44,34.46,"Panorámica","H",0
"1987183",32.37,12.71,26.36,"Panorámica","H",0
"1987218",41.48,36.09,2.71,"Panorámica","H",0
"1987225",41.48,36.09,2.71,"Panorámica","H",0
"1987237",65.40,15.64,0.00,"Panorámica","H",0
"1987245",10.12,25.79,3.59,"Panorámica","H",0
"1987246",11.42,44.12,0.00,"Panorámica","H",0
"1987256",16.19,33.70,9.64,"Panorámica","H",0
"1987262",32.12,29.98,3.94,"Panorámica","H",0
"1987294",21.57,36.92,9.54,"Panorámica","H",0
"1987305",46.86,32.21,0.00,"Panorámica","H",0
"1987306",49.90,9.33,0.00,"Panorámica","H",0
"1987356",33.44,34.36,2.51,"Panorámica","H",0
"1987361",41.88,31.68,0.00,"Panorámica","H",0
"1987362",50.13,12.65,0.00,"Panorámica","H",0
"1987363",38.02,21.57,1.18,"Panorámica","H",0
"1987367",19.60,25.97,0.00,"Panorámica","H",0
"1987376",52.46,30.54,0.00,"Panorámica","H",0
"1987403",46.72,20.26,0.00,"Panorámica","H",0
"1987405",51.01,15.58,14.94,"Panorámica","H",0
"1987407",50.45,22.44,0.00,"Panorámica","H",0
"1987409",46.07,14.73,0.00,"Panorámica","H",0
"1987434",41.86,20.76,0.00,"Panorámica","H",0
"1987465",44.97,1.56,0.00,"Panorámica","H",0
"1987467",28.63,8.68,0.00,"Panorámica","H",0
"1987495",44.74,16.68,0.00,"Panorámica","H",0
"1987521",44.27,24.34,0.00,"Panorámica","H",0
"1987526",17.76,31.18,0.00,"Panorámica","H",0
"1987544",56.11,15.74,0.00,"Panorámica","H",0
"1987551",29.08,28.26,0.00,"Panorámica","H",0
"1987552",33.46,21.85,0.00,"Panorámica","H",0
"1987574",50.75,4.43,0.00,"Panorámica","H",0
"1987576",74.75,7.73,0.00,"Detalle","H",0
"1987581",26.84,0.00,1.62,"Panorámica","H",0
"1987582",10.32,0.00,6.67,"Panorámica","H",0
"1987621",51.96,15.41,6.24,"Panorámica","H",0
"1987626",21.08,0.00,3.32,"Panorámica","H",0
"1987637",11.49,19.71,0.00,"Panorámica","H",0
"1987638",16.69,13.06,0.00,"Panorámica","H",0
"1987660",51.17,25.60,2.22,"Panorámica","H",0
"1987661",57.16,26.50,0.00,"Panorámica","H",0
"1987664",26.85,11.91,8.24,"Panorámica","H",0
"1987668",15.54,19.59,0.00,"Panorámica","H",0
"1987691",42.32,39.20,2.67,"Panorámica","H",0
"1987692",43.30,31.23,8.58,"Panorámica","H",0
"1987693",65.58,15.43,0.00,"Panorámica","H",0
"1987694",25.46,21.31,0.00,"Panorámica","H",0
"1987699",34.96,22.49,1.02,"Panorámica","H",0
"1987702",53.47,2.55,0.00,"Panorámica","H",0
"1987703",34.15,9.56,0.00,"Panorámica","H",0
"1987709",49.35,19.96,4.51,"Panorámica","H",0
"1987710",51.76,8.01,0.00,"Panorámica","H",0
"1987711",67.23,12.67,0.00,"Panorámica","H",0
"1987712",68.79,24.14,0.00,"Detalle","H",0
"1987713",66.08,0.00,0.00,"Panorámica","H",0
"1987714",25.84,34.70,0.00,"Panorámica","H",0
"1987721",59.00,2.39,4.01,"Panorámica","H",0
"1987722",67.68,2.32,13.14,"Detalle","H",0
"1987723",9.16,15.07,3.20,"Panorámica","H",0
"1987726",54.93,27.74,10.34,"Panorámica","H",0
"1987731",27.39,20.52,8.53,"Panorámica","H",0
"1987768",64.55,25.58,7.66,"Panorámica","H",0
"1987769",45.50,38.09,8.63,"Panorámica","H",0
"1987776",41.70,41.76,0.00,"Panorámica","H",0
"1987780",41.09,20.89,0.00,"Panorámica","H",0
"1987782",60.97,25.30,0.00,"Panorámica","H",0
"1987787",65.87,31.35,0.00,"Panorámica","H",0
"1987789",65.30,20.46,0.00,"Panorámica","H",0
"1987791",38.88,16.39,0.00,"Panorámica","H",0
"1987801",65.95,17.71,0.00,"Panorámica","H",0
"1987826",43.82,21.44,0.00,"Panorámica","H",0
"1987827",58.15,8.65,0.00,"Panorámica","H",0
"1987829",47.45,16.82,1.14,"Panorámica","H",0
"1987834",49.01,11.08,0.00,"Panorámica","H",0
"1987837",14.66,30.14,2.37,"Panorámica","H",0
"1987841",24.07,32.95,9.11,"Panorámica","H",0
"1987847",35.48,13.85,0.00,"Panorámica","H",0
"1987851",29.18,21.37,0.00,"Panorámica","H",0
"1987865",33.99,23.80,0.00,"Panorámica","H",0
"1987884",25.42,24.81,6.69,"Panorámica","H",0
"1987898",21.21,26.16,0.00,"Panorámica","H",0
"1987901",44.36,16.43,0.00,"Panorámica","H",0
"1987902",29.86,18.33,11.50,"Panorámica","H",0
"1987913",31.73,17.52,0.00,"Panorámica","H",0
"1987914",24.40,33.55,0.00,"Panorámica","H",0
"1987921",46.16,11.82,1.16,"Panorámica","H",0
"1987928",46.06,16.01,0.00,"Panorámica","H",0
"1987930",35.42,24.37,0.00,"Panorámica","H",0
"1987934",33.98,14.29,0.00,"Panorámica","H",0
"1987988",35.01,22.38,1.97,"Panorámica","H",0
"1988000",34.74,12.36,0.00,"Panorámica","H",0
"1988004",38.14,10.82,0.00,"Panorámica","H",0
"1988021",27.78,18.18,8.95,"Panorámica","H",0
"1988022",40.79,28.90,3.49,"Panorámica","H",0
"1988023",29.73,20.71,5.21,"Panorámica","H",0
"1988025",51.78,9.90,0.00,"Panorámica","H",0
"1988029",46.10,15.14,0.00,"Panorámica","H",0
"1988032",27.67,19.06,0.00,"Panorámica","H",0
"1988036",49.72,5.38,0.00,"Detalle","H",0
"1988048",50.96,11.30,0.00,"Panorámica","H",0
"1988050",61.39,5.47,0.00,"Detalle","H",0
"1988051",13.82,0.00,0.00,"Panorámica","H",0
"1988052",57.80,4.12,0.00,"Detalle","H",0
"1988056",46.08,10.71,2.23,"Panorámica","H",0
"1988063",46.01,0.00,23.05,"Panorámica","H",0
"1988070",75.65,0.00,0.00,"Detalle","H",0
"1988071",67.89,7.45,2.03,"Detalle","H",0
"1988072",23.93,13.57,0.00,"Panorámica","H",0
"1988077",20.62,11.21,1.77,"Panorámica","H",0
"1988078",43.10,20.04,0.00,"Panorámica","H",0
"1988079",36.83,19.25,1.95,"Panorámica","H",0
"1988089",30.94,19.51,7.74,"Panorámica","H",0
"1988112",20.28,6.68,0.00,"Panorámica","H",0
"1988119",30.36,5.00,0.00,"Panorámica","H",0
"1988120",40.00,14.30,0.00,"Panorámica","H",0
"1988122",50.38,18.41,0.00,"Panorámica","H",0
"1988180",47.99,6.44,5.41,"Panorámica","H",0
"1988196",32.14,23.27,1.64,"Panorámica","H",0
"1988205",15.77,25.21,0.00,"Panorámica","H",0
"1988207",29.57,12.91,0.00,"Panorámica","H",0
"1988209",53.27,28.54,0.00,"Panorámica","H",0
"1988210",26.89,12.49,0.00,"Panorámica","H",0
"1988218",24.08,20.59,0.00,"Panorámica","H",0
"1988221",15.51,28.14,0.00,"Panorámica","H",0
"1988224",34.42,17.96,0.00,"Panorámica","H",0
"1988228",21.33,10.22,0.00,"Panorámica","H",0
"1988229",27.21,31.06,0.00,"Panorámica","H",0
"1988234",33.26,15.97,45.56,"Panorámica","H",0
"1988236",42.95,5.99,20.65,"Panorámica","H",0
"1988237",52.43,9.89,6.87,"Panorámica","H",0
"1988239",22.49,10.44,11.48,"Panorámica","H",0
"1988240",29.11,15.03,2.43,"Panorámica","H",0
"1988241",45.36,9.40,21.24,"Panorámica","H",0
"1988244",17.40,8.36,23.27,"Panorámica","H",0
"1988245",17.06,14.01,15.64,"Panorámica","H",0
"1988246",35.10,27.27,0.00,"Panorámica","H",0
"1988248",18.72,25.82,0.00,"Panorámica","H",0
"1988251",60.89,10.78,0.00,"Panorámica","H",0
"1988252",30.44,40.10,0.00,"Panorámica","H",0
"1988253",32.93,27.46,2.21,"Panorámica","H",0
"1988254",35.46,15.86,4.56,"Panorámica","H",0
"1988255",49.47,4.71,0.00,"Detalle","H",0
"1988259",21.19,27.38,0.00,"Panorámica","H",0
"1988261",40.23,17.31,0.00,"Panorámica","H",0
"1988263",25.01,22.02,2.14,"Panorámica","H",0
"1988264",28.30,15.08,0.00,"Panorámica","H",0
"1988265",49.25,13.63,0.00,"Panorámica","H",0
"1988266",0.00,14.75,0.00,"Panorámica","H",0
"1988267",18.31,26.72,0.00,"Panorámica","H",0
"1988269",22.61,36.21,0.00,"Panorámica","H",0
"1988270",58.60,16.22,0.00,"Panorámica","H",0
"1988272",48.10,34.96,0.00,"Panorámica","H",0
"1988273",25.38,32.49,0.00,"Panorámica","H",0
"1988275",18.42,17.81,0.00,"Panorámica","H",0
